customernumber,event_name,category,subcategory
4293,fx_market,Finance,Forex
3881,hesap_acma,Banking,Transfers
3636,kredi_basvuru,Finance,Stock Market
3117,borsa,Finance,Forex
1721,hesap_acma,Banking,Account Opening
7395,kredi_basvuru,Finance,Stock Market
9943,fx_market,Finance,Stock Market
4670,kredi_basvuru,Finance,Forex
9544,borsa,Finance,Stock Market
8668,kredi_basvuru,Finance,Loans
9379,fx_market,Finance,Loans
7056,hesap_acma,Banking,Transfers
9017,borsa,Finance,Loans
8229,hesap_acma,Banking,Savings
1359,hesap_acma,Banking,Account Opening
2343,hesap_acma,Banking,Savings
2854,hesap_acma,Banking,Account Opening
4776,kredi_basvuru,Finance,Stock Market
7158,fx_market,Finance,Forex
3229,kredi_basvuru,Finance,Stock Market
5135,borsa,Finance,Stock Market
1272,fx_market,Finance,Forex
7584,kredi_basvuru,Finance,Stock Market
2098,fx_market,Finance,Stock Market
2240,borsa,Finance,Forex
1802,fx_market,Finance,Forex
2669,hesap_acma,Banking,Account Opening
4735,borsa,Finance,Forex
5359,fx_market,Finance,Loans
1392,fx_market,Finance,Stock Market
4697,fx_market,Finance,Forex
4406,hesap_acma,Banking,Transfers
1570,kredi_basvuru,Finance,Forex
9323,fx_market,Finance,Loans
6786,hesap_acma,Banking,Transfers
8267,fx_market,Finance,Forex
4310,kredi_basvuru,Finance,Stock Market
2021,fx_market,Finance,Loans
9898,kredi_basvuru,Finance,Loans
8640,kredi_basvuru,Finance,Stock Market
1122,fx_market,Finance,Forex
2743,borsa,Finance,Stock Market
6295,hesap_acma,Banking,Transfers
1522,hesap_acma,Banking,Account Opening
2984,fx_market,Finance,Stock Market
2368,kredi_basvuru,Finance,Forex
8863,hesap_acma,Banking,Account Opening
5882,kredi_basvuru,Finance,Loans
1054,fx_market,Finance,Loans
7867,hesap_acma,Banking,Transfers
5369,fx_market,Finance,Stock Market
3711,fx_market,Finance,Loans
5070,kredi_basvuru,Finance,Forex
7996,fx_market,Finance,Forex
4717,borsa,Finance,Loans
1264,fx_market,Finance,Stock Market
4060,hesap_acma,Banking,Savings
6087,hesap_acma,Banking,Savings
4846,fx_market,Finance,Stock Market
8275,hesap_acma,Banking,Savings
1960,borsa,Finance,Stock Market
4781,kredi_basvuru,Finance,Loans
5440,hesap_acma,Banking,Transfers
1257,hesap_acma,Banking,Savings
8493,hesap_acma,Banking,Account Opening
5576,fx_market,Finance,Stock Market
6324,borsa,Finance,Loans
9185,borsa,Finance,Loans
1613,borsa,Finance,Stock Market
6277,fx_market,Finance,Forex
4211,fx_market,Finance,Stock Market
9038,kredi_basvuru,Finance,Stock Market
6319,kredi_basvuru,Finance,Loans
5889,hesap_acma,Banking,Account Opening
2617,hesap_acma,Banking,Account Opening
3244,fx_market,Finance,Stock Market
1015,kredi_basvuru,Finance,Stock Market
9230,borsa,Finance,Stock Market
6377,borsa,Finance,Forex
1284,borsa,Finance,Forex
2785,borsa,Finance,Forex
6485,hesap_acma,Banking,Savings
5665,fx_market,Finance,Forex
3526,borsa,Finance,Loans
1372,kredi_basvuru,Finance,Stock Market
6252,kredi_basvuru,Finance,Forex
1375,kredi_basvuru,Finance,Loans
4774,hesap_acma,Banking,Transfers
9674,fx_market,Finance,Forex
8727,borsa,Finance,Stock Market
6186,fx_market,Finance,Stock Market
2135,borsa,Finance,Loans
2793,fx_market,Finance,Stock Market
2282,fx_market,Finance,Stock Market
5933,fx_market,Finance,Stock Market
1706,kredi_basvuru,Finance,Loans
7450,borsa,Finance,Loans
5596,fx_market,Finance,Stock Market
4582,fx_market,Finance,Loans
1270,borsa,Finance,Forex
9172,fx_market,Finance,Stock Market
1424,borsa,Finance,Forex
8315,fx_market,Finance,Forex
2415,borsa,Finance,Forex
2889,kredi_basvuru,Finance,Forex
2058,fx_market,Finance,Forex
6136,borsa,Finance,Stock Market
7326,hesap_acma,Banking,Transfers
3651,fx_market,Finance,Forex
9267,hesap_acma,Banking,Transfers
1761,hesap_acma,Banking,Account Opening
6465,borsa,Finance,Forex
4830,borsa,Finance,Stock Market
4246,kredi_basvuru,Finance,Loans
4555,fx_market,Finance,Stock Market
7686,fx_market,Finance,Forex
4755,fx_market,Finance,Forex
2428,fx_market,Finance,Forex
9406,borsa,Finance,Loans
7230,kredi_basvuru,Finance,Stock Market
7348,hesap_acma,Banking,Savings
9354,hesap_acma,Banking,Transfers
3894,fx_market,Finance,Loans
4904,hesap_acma,Banking,Transfers
2387,fx_market,Finance,Stock Market
9163,fx_market,Finance,Stock Market
7303,borsa,Finance,Loans
1664,borsa,Finance,Forex
8423,kredi_basvuru,Finance,Loans
3022,borsa,Finance,Forex
4193,borsa,Finance,Forex
2869,borsa,Finance,Stock Market
8492,hesap_acma,Banking,Transfers
8803,borsa,Finance,Loans
3569,fx_market,Finance,Loans
2090,borsa,Finance,Loans
8878,hesap_acma,Banking,Savings
6967,borsa,Finance,Forex
7603,borsa,Finance,Stock Market
8640,borsa,Finance,Stock Market
8364,kredi_basvuru,Finance,Loans
6509,borsa,Finance,Forex
4424,fx_market,Finance,Forex
9723,fx_market,Finance,Loans
8610,hesap_acma,Banking,Account Opening
8933,kredi_basvuru,Finance,Forex
7470,borsa,Finance,Loans
5625,fx_market,Finance,Forex
7235,fx_market,Finance,Stock Market
6936,fx_market,Finance,Loans
1267,borsa,Finance,Forex
4716,borsa,Finance,Forex
2277,kredi_basvuru,Finance,Forex
7071,kredi_basvuru,Finance,Forex
5712,hesap_acma,Banking,Account Opening
1163,kredi_basvuru,Finance,Forex
7396,borsa,Finance,Forex
2475,kredi_basvuru,Finance,Stock Market
5884,hesap_acma,Banking,Transfers
2772,fx_market,Finance,Stock Market
5435,fx_market,Finance,Loans
9468,kredi_basvuru,Finance,Stock Market
5070,kredi_basvuru,Finance,Forex
1894,fx_market,Finance,Forex
8014,hesap_acma,Banking,Savings
6361,kredi_basvuru,Finance,Stock Market
3159,borsa,Finance,Stock Market
7328,hesap_acma,Banking,Savings
6955,borsa,Finance,Loans
4075,hesap_acma,Banking,Account Opening
8127,fx_market,Finance,Forex
1677,borsa,Finance,Forex
8287,borsa,Finance,Forex
2338,kredi_basvuru,Finance,Loans
1929,fx_market,Finance,Stock Market
3867,borsa,Finance,Stock Market
7752,fx_market,Finance,Loans
4022,fx_market,Finance,Stock Market
6913,fx_market,Finance,Stock Market
5483,borsa,Finance,Stock Market
5134,hesap_acma,Banking,Account Opening
2829,hesap_acma,Banking,Savings
1519,fx_market,Finance,Stock Market
6002,kredi_basvuru,Finance,Loans
9965,kredi_basvuru,Finance,Stock Market
2955,fx_market,Finance,Loans
6246,hesap_acma,Banking,Transfers
8580,borsa,Finance,Stock Market
5498,kredi_basvuru,Finance,Loans
1625,kredi_basvuru,Finance,Forex
1578,fx_market,Finance,Loans
5688,borsa,Finance,Loans
9030,hesap_acma,Banking,Account Opening
8597,kredi_basvuru,Finance,Forex
2008,kredi_basvuru,Finance,Loans
1970,fx_market,Finance,Forex
5324,kredi_basvuru,Finance,Forex
9285,fx_market,Finance,Stock Market
3104,hesap_acma,Banking,Savings
8719,fx_market,Finance,Stock Market
8520,borsa,Finance,Stock Market
7573,kredi_basvuru,Finance,Stock Market
2219,hesap_acma,Banking,Account Opening
6247,fx_market,Finance,Forex
8788,borsa,Finance,Forex
6386,borsa,Finance,Stock Market
8640,hesap_acma,Banking,Account Opening
8640,borsa,Finance,Stock Market
8530,kredi_basvuru,Finance,Stock Market
2435,borsa,Finance,Loans
5165,hesap_acma,Banking,Savings
8327,borsa,Finance,Loans
8317,fx_market,Finance,Forex
5789,borsa,Finance,Stock Market
7930,hesap_acma,Banking,Account Opening
3589,borsa,Finance,Stock Market
4050,borsa,Finance,Forex
7583,hesap_acma,Banking,Savings
5562,borsa,Finance,Forex
7713,hesap_acma,Banking,Account Opening
3728,hesap_acma,Banking,Savings
1841,kredi_basvuru,Finance,Forex
3335,fx_market,Finance,Loans
4693,borsa,Finance,Loans
1720,hesap_acma,Banking,Savings
7957,hesap_acma,Banking,Transfers
7973,hesap_acma,Banking,Transfers
2902,borsa,Finance,Forex
9190,kredi_basvuru,Finance,Loans
7513,hesap_acma,Banking,Savings
9856,kredi_basvuru,Finance,Loans
3128,kredi_basvuru,Finance,Loans
7399,fx_market,Finance,Loans
8578,hesap_acma,Banking,Account Opening
7544,kredi_basvuru,Finance,Forex
5015,kredi_basvuru,Finance,Forex
4934,borsa,Finance,Loans
2505,hesap_acma,Banking,Savings
7013,hesap_acma,Banking,Transfers
9926,fx_market,Finance,Forex
2548,hesap_acma,Banking,Account Opening
9281,borsa,Finance,Loans
8404,fx_market,Finance,Forex
9083,kredi_basvuru,Finance,Forex
6648,kredi_basvuru,Finance,Forex
7587,kredi_basvuru,Finance,Stock Market
2062,borsa,Finance,Forex
6792,hesap_acma,Banking,Transfers
4617,kredi_basvuru,Finance,Loans
1006,fx_market,Finance,Loans
7302,borsa,Finance,Forex
7085,fx_market,Finance,Loans
6052,kredi_basvuru,Finance,Loans
3759,fx_market,Finance,Loans
1716,borsa,Finance,Loans
2031,kredi_basvuru,Finance,Stock Market
9721,fx_market,Finance,Stock Market
1667,hesap_acma,Banking,Account Opening
4793,fx_market,Finance,Stock Market
8464,hesap_acma,Banking,Account Opening
1271,fx_market,Finance,Loans
8033,borsa,Finance,Loans
7116,borsa,Finance,Stock Market
6194,kredi_basvuru,Finance,Forex
7303,kredi_basvuru,Finance,Forex
7598,kredi_basvuru,Finance,Stock Market
4899,borsa,Finance,Loans
7977,hesap_acma,Banking,Savings
7068,hesap_acma,Banking,Account Opening
8733,fx_market,Finance,Forex
9228,fx_market,Finance,Forex
5429,fx_market,Finance,Forex
7484,fx_market,Finance,Forex
2355,kredi_basvuru,Finance,Forex
4070,hesap_acma,Banking,Transfers
4831,hesap_acma,Banking,Savings
8369,fx_market,Finance,Stock Market
8837,fx_market,Finance,Loans
2540,fx_market,Finance,Stock Market
4802,kredi_basvuru,Finance,Loans
9765,kredi_basvuru,Finance,Loans
7281,kredi_basvuru,Finance,Stock Market
8959,borsa,Finance,Forex
3291,hesap_acma,Banking,Transfers
9124,borsa,Finance,Stock Market
6086,kredi_basvuru,Finance,Loans
6526,kredi_basvuru,Finance,Forex
9306,hesap_acma,Banking,Transfers
2079,kredi_basvuru,Finance,Loans
4821,fx_market,Finance,Loans
4231,kredi_basvuru,Finance,Loans
8480,hesap_acma,Banking,Savings
8356,fx_market,Finance,Stock Market
7564,hesap_acma,Banking,Account Opening
5535,kredi_basvuru,Finance,Stock Market
1504,borsa,Finance,Loans
7878,borsa,Finance,Loans
3683,kredi_basvuru,Finance,Forex
4385,borsa,Finance,Stock Market
3283,borsa,Finance,Loans
1941,hesap_acma,Banking,Account Opening
5562,borsa,Finance,Loans
5438,kredi_basvuru,Finance,Forex
8428,fx_market,Finance,Forex
7488,borsa,Finance,Forex
2917,fx_market,Finance,Stock Market
8313,fx_market,Finance,Stock Market
6522,borsa,Finance,Loans
4608,hesap_acma,Banking,Transfers
1390,borsa,Finance,Loans
3082,fx_market,Finance,Forex
5428,hesap_acma,Banking,Account Opening
2937,hesap_acma,Banking,Transfers
1805,hesap_acma,Banking,Savings
3578,borsa,Finance,Loans
2986,fx_market,Finance,Loans
8557,hesap_acma,Banking,Transfers
1455,fx_market,Finance,Stock Market
7326,hesap_acma,Banking,Savings
8516,kredi_basvuru,Finance,Stock Market
4425,hesap_acma,Banking,Savings
1166,hesap_acma,Banking,Account Opening
8721,fx_market,Finance,Forex
9752,borsa,Finance,Loans
6170,fx_market,Finance,Loans
4149,fx_market,Finance,Forex
4926,fx_market,Finance,Forex
2850,borsa,Finance,Stock Market
2342,fx_market,Finance,Forex
7267,borsa,Finance,Forex
4549,hesap_acma,Banking,Transfers
2803,hesap_acma,Banking,Account Opening
3003,kredi_basvuru,Finance,Stock Market
3786,kredi_basvuru,Finance,Forex
4503,hesap_acma,Banking,Savings
2094,kredi_basvuru,Finance,Forex
1214,fx_market,Finance,Forex
1178,hesap_acma,Banking,Transfers
5390,kredi_basvuru,Finance,Forex
7164,fx_market,Finance,Forex
9096,hesap_acma,Banking,Account Opening
7818,fx_market,Finance,Forex
1211,fx_market,Finance,Stock Market
5610,borsa,Finance,Forex
2473,kredi_basvuru,Finance,Loans
7234,kredi_basvuru,Finance,Stock Market
6621,borsa,Finance,Loans
1189,fx_market,Finance,Forex
7646,kredi_basvuru,Finance,Loans
7406,kredi_basvuru,Finance,Loans
5774,kredi_basvuru,Finance,Loans
7486,kredi_basvuru,Finance,Forex
2594,borsa,Finance,Stock Market
5064,hesap_acma,Banking,Account Opening
8526,fx_market,Finance,Forex
4880,hesap_acma,Banking,Savings
6590,hesap_acma,Banking,Savings
9493,hesap_acma,Banking,Account Opening
3278,borsa,Finance,Forex
3635,kredi_basvuru,Finance,Forex
5578,borsa,Finance,Stock Market
3451,hesap_acma,Banking,Transfers
8779,kredi_basvuru,Finance,Forex
9059,kredi_basvuru,Finance,Forex
6664,kredi_basvuru,Finance,Loans
4362,borsa,Finance,Stock Market
2504,kredi_basvuru,Finance,Loans
7531,fx_market,Finance,Stock Market
7216,kredi_basvuru,Finance,Stock Market
5743,fx_market,Finance,Forex
8929,fx_market,Finance,Loans
7648,hesap_acma,Banking,Savings
5561,fx_market,Finance,Forex
3249,hesap_acma,Banking,Transfers
7555,borsa,Finance,Forex
4070,borsa,Finance,Forex
2733,kredi_basvuru,Finance,Forex
9539,hesap_acma,Banking,Transfers
2491,fx_market,Finance,Loans
8854,fx_market,Finance,Stock Market
7013,kredi_basvuru,Finance,Loans
6376,borsa,Finance,Forex
9995,fx_market,Finance,Loans
8245,fx_market,Finance,Forex
1489,fx_market,Finance,Loans
1666,hesap_acma,Banking,Transfers
5776,fx_market,Finance,Stock Market
6208,hesap_acma,Banking,Savings
1007,fx_market,Finance,Forex
6065,fx_market,Finance,Stock Market
7243,kredi_basvuru,Finance,Forex
3759,hesap_acma,Banking,Account Opening
6027,fx_market,Finance,Loans
2656,borsa,Finance,Stock Market
5640,hesap_acma,Banking,Savings
4126,borsa,Finance,Stock Market
1722,fx_market,Finance,Stock Market
2562,fx_market,Finance,Stock Market
7239,kredi_basvuru,Finance,Stock Market
3287,hesap_acma,Banking,Savings
3281,borsa,Finance,Forex
8592,kredi_basvuru,Finance,Forex
8961,fx_market,Finance,Forex
4781,hesap_acma,Banking,Savings
4590,kredi_basvuru,Finance,Stock Market
2009,hesap_acma,Banking,Account Opening
4093,fx_market,Finance,Forex
1737,fx_market,Finance,Forex
2360,kredi_basvuru,Finance,Forex
6470,hesap_acma,Banking,Account Opening
5241,fx_market,Finance,Forex
8246,fx_market,Finance,Stock Market
8881,hesap_acma,Banking,Savings
7073,hesap_acma,Banking,Savings
1800,kredi_basvuru,Finance,Loans
8857,fx_market,Finance,Stock Market
9291,fx_market,Finance,Stock Market
4407,fx_market,Finance,Stock Market
2134,borsa,Finance,Stock Market
6171,kredi_basvuru,Finance,Stock Market
6139,kredi_basvuru,Finance,Forex
9583,hesap_acma,Banking,Account Opening
1475,kredi_basvuru,Finance,Forex
7924,kredi_basvuru,Finance,Forex
3278,hesap_acma,Banking,Savings
9100,borsa,Finance,Loans
8252,fx_market,Finance,Stock Market
3507,kredi_basvuru,Finance,Forex
1506,fx_market,Finance,Stock Market
2921,kredi_basvuru,Finance,Loans
9911,borsa,Finance,Forex
5437,hesap_acma,Banking,Transfers
8115,kredi_basvuru,Finance,Stock Market
7187,hesap_acma,Banking,Savings
6989,fx_market,Finance,Loans
4532,fx_market,Finance,Stock Market
7820,fx_market,Finance,Forex
5029,hesap_acma,Banking,Savings
9019,kredi_basvuru,Finance,Forex
5410,borsa,Finance,Stock Market
9804,kredi_basvuru,Finance,Stock Market
5865,kredi_basvuru,Finance,Forex
6338,kredi_basvuru,Finance,Forex
5314,kredi_basvuru,Finance,Forex
6659,borsa,Finance,Forex
6838,hesap_acma,Banking,Account Opening
6218,hesap_acma,Banking,Savings
9931,hesap_acma,Banking,Account Opening
8508,borsa,Finance,Forex
7430,fx_market,Finance,Stock Market
8098,fx_market,Finance,Forex
3677,fx_market,Finance,Stock Market
5861,borsa,Finance,Stock Market
2345,fx_market,Finance,Forex
6224,borsa,Finance,Loans
1237,borsa,Finance,Stock Market
3604,kredi_basvuru,Finance,Forex
9884,hesap_acma,Banking,Savings
5519,borsa,Finance,Forex
7459,kredi_basvuru,Finance,Loans
8329,hesap_acma,Banking,Savings
3224,kredi_basvuru,Finance,Loans
3508,borsa,Finance,Forex
5625,kredi_basvuru,Finance,Stock Market
6555,kredi_basvuru,Finance,Stock Market
1303,hesap_acma,Banking,Account Opening
9473,hesap_acma,Banking,Savings
7646,borsa,Finance,Loans
9849,hesap_acma,Banking,Transfers
2980,hesap_acma,Banking,Savings
7181,borsa,Finance,Stock Market
6720,hesap_acma,Banking,Savings
6786,hesap_acma,Banking,Savings
4999,fx_market,Finance,Loans
9251,borsa,Finance,Loans
3110,fx_market,Finance,Forex
6008,fx_market,Finance,Stock Market
8479,kredi_basvuru,Finance,Forex
2210,kredi_basvuru,Finance,Stock Market
7985,borsa,Finance,Loans
7636,hesap_acma,Banking,Transfers
4718,hesap_acma,Banking,Account Opening
5800,borsa,Finance,Loans
7382,borsa,Finance,Stock Market
9490,kredi_basvuru,Finance,Forex
6552,fx_market,Finance,Stock Market
2948,borsa,Finance,Stock Market
7711,hesap_acma,Banking,Savings
7783,kredi_basvuru,Finance,Forex
7560,kredi_basvuru,Finance,Loans
2064,hesap_acma,Banking,Transfers
7199,fx_market,Finance,Stock Market
8758,kredi_basvuru,Finance,Stock Market
6273,borsa,Finance,Forex
4636,borsa,Finance,Stock Market
1354,borsa,Finance,Stock Market
9351,kredi_basvuru,Finance,Loans
9741,hesap_acma,Banking,Account Opening
8755,kredi_basvuru,Finance,Stock Market
1466,kredi_basvuru,Finance,Loans
8626,hesap_acma,Banking,Account Opening
7225,kredi_basvuru,Finance,Forex
8026,fx_market,Finance,Loans
2088,kredi_basvuru,Finance,Stock Market
5019,hesap_acma,Banking,Account Opening
8442,borsa,Finance,Loans
3819,fx_market,Finance,Forex
2894,fx_market,Finance,Stock Market
8267,borsa,Finance,Loans
1344,fx_market,Finance,Stock Market
9546,hesap_acma,Banking,Savings
7058,fx_market,Finance,Stock Market
5812,fx_market,Finance,Forex
1485,kredi_basvuru,Finance,Forex
4938,borsa,Finance,Loans
3868,hesap_acma,Banking,Transfers
2662,borsa,Finance,Stock Market
6260,fx_market,Finance,Forex
4715,kredi_basvuru,Finance,Loans
8913,kredi_basvuru,Finance,Stock Market
4726,hesap_acma,Banking,Account Opening
4661,fx_market,Finance,Forex
6628,fx_market,Finance,Loans
3463,kredi_basvuru,Finance,Stock Market
3483,kredi_basvuru,Finance,Loans
5626,hesap_acma,Banking,Account Opening
3349,hesap_acma,Banking,Account Opening
5272,fx_market,Finance,Stock Market
3344,borsa,Finance,Stock Market
9534,fx_market,Finance,Stock Market
2113,kredi_basvuru,Finance,Forex
4167,hesap_acma,Banking,Account Opening
9253,kredi_basvuru,Finance,Forex
1989,kredi_basvuru,Finance,Forex
6141,kredi_basvuru,Finance,Loans
8819,hesap_acma,Banking,Savings
6056,kredi_basvuru,Finance,Forex
6750,fx_market,Finance,Loans
5142,borsa,Finance,Stock Market
5954,borsa,Finance,Forex
5344,borsa,Finance,Loans
7871,kredi_basvuru,Finance,Forex
7418,fx_market,Finance,Loans
7667,hesap_acma,Banking,Savings
8179,fx_market,Finance,Stock Market
3338,fx_market,Finance,Stock Market
4061,hesap_acma,Banking,Savings
6012,fx_market,Finance,Stock Market
9144,kredi_basvuru,Finance,Forex
3512,fx_market,Finance,Stock Market
5033,kredi_basvuru,Finance,Stock Market
7376,kredi_basvuru,Finance,Stock Market
4999,fx_market,Finance,Loans
6249,hesap_acma,Banking,Transfers
4535,kredi_basvuru,Finance,Forex
8127,fx_market,Finance,Forex
6004,fx_market,Finance,Loans
8618,hesap_acma,Banking,Savings
6081,kredi_basvuru,Finance,Stock Market
2104,hesap_acma,Banking,Account Opening
8397,fx_market,Finance,Stock Market
4070,hesap_acma,Banking,Savings
4507,fx_market,Finance,Forex
9348,fx_market,Finance,Loans
7278,borsa,Finance,Stock Market
1267,borsa,Finance,Forex
4696,hesap_acma,Banking,Transfers
3939,fx_market,Finance,Forex
2752,borsa,Finance,Forex
4637,kredi_basvuru,Finance,Loans
6194,fx_market,Finance,Forex
6455,fx_market,Finance,Forex
4871,borsa,Finance,Forex
1585,borsa,Finance,Forex
4554,borsa,Finance,Forex
5617,kredi_basvuru,Finance,Loans
3288,borsa,Finance,Loans
3397,fx_market,Finance,Forex
1838,fx_market,Finance,Stock Market
5617,hesap_acma,Banking,Account Opening
8429,borsa,Finance,Forex
6198,kredi_basvuru,Finance,Loans
7024,hesap_acma,Banking,Transfers
8915,borsa,Finance,Stock Market
3974,borsa,Finance,Forex
6413,borsa,Finance,Forex
6960,fx_market,Finance,Forex
4193,borsa,Finance,Forex
9612,borsa,Finance,Stock Market
5348,fx_market,Finance,Loans
3892,fx_market,Finance,Stock Market
1252,hesap_acma,Banking,Account Opening
7520,kredi_basvuru,Finance,Loans
2668,borsa,Finance,Stock Market
5831,kredi_basvuru,Finance,Stock Market
9698,hesap_acma,Banking,Account Opening
1204,fx_market,Finance,Loans
3499,hesap_acma,Banking,Savings
8753,hesap_acma,Banking,Savings
8339,borsa,Finance,Stock Market
7617,kredi_basvuru,Finance,Stock Market
6244,hesap_acma,Banking,Account Opening
8537,kredi_basvuru,Finance,Forex
2177,borsa,Finance,Forex
9310,borsa,Finance,Loans
3597,borsa,Finance,Stock Market
6565,fx_market,Finance,Loans
9681,hesap_acma,Banking,Account Opening
7934,borsa,Finance,Loans
4995,kredi_basvuru,Finance,Stock Market
5563,hesap_acma,Banking,Account Opening
7132,hesap_acma,Banking,Savings
3063,hesap_acma,Banking,Account Opening
8620,hesap_acma,Banking,Transfers
3920,borsa,Finance,Stock Market
1878,hesap_acma,Banking,Account Opening
5981,fx_market,Finance,Stock Market
8662,borsa,Finance,Loans
3208,borsa,Finance,Forex
7368,fx_market,Finance,Loans
4495,borsa,Finance,Forex
2782,borsa,Finance,Loans
2991,borsa,Finance,Loans
4718,borsa,Finance,Stock Market
7456,borsa,Finance,Stock Market
3374,fx_market,Finance,Forex
4653,borsa,Finance,Loans
8860,kredi_basvuru,Finance,Loans
9704,hesap_acma,Banking,Transfers
8919,kredi_basvuru,Finance,Forex
3174,hesap_acma,Banking,Account Opening
3231,kredi_basvuru,Finance,Loans
4401,kredi_basvuru,Finance,Forex
7608,borsa,Finance,Stock Market
4242,borsa,Finance,Loans
7231,borsa,Finance,Forex
2689,fx_market,Finance,Loans
7133,hesap_acma,Banking,Savings
2270,hesap_acma,Banking,Account Opening
5494,kredi_basvuru,Finance,Loans
3216,borsa,Finance,Loans
6025,fx_market,Finance,Loans
5408,hesap_acma,Banking,Transfers
6761,hesap_acma,Banking,Transfers
1260,hesap_acma,Banking,Account Opening
1418,fx_market,Finance,Forex
1911,hesap_acma,Banking,Savings
4545,kredi_basvuru,Finance,Stock Market
6427,borsa,Finance,Stock Market
2440,hesap_acma,Banking,Savings
9998,kredi_basvuru,Finance,Stock Market
9765,kredi_basvuru,Finance,Stock Market
2651,borsa,Finance,Stock Market
3444,kredi_basvuru,Finance,Forex
7173,borsa,Finance,Loans
7758,kredi_basvuru,Finance,Forex
4085,borsa,Finance,Forex
8576,borsa,Finance,Forex
3887,fx_market,Finance,Stock Market
3675,fx_market,Finance,Stock Market
2053,kredi_basvuru,Finance,Stock Market
6624,fx_market,Finance,Loans
5349,hesap_acma,Banking,Savings
2370,hesap_acma,Banking,Savings
8324,hesap_acma,Banking,Savings
3271,fx_market,Finance,Forex
6660,hesap_acma,Banking,Savings
5741,fx_market,Finance,Forex
4730,borsa,Finance,Stock Market
8558,hesap_acma,Banking,Savings
1528,kredi_basvuru,Finance,Stock Market
4603,fx_market,Finance,Forex
7372,kredi_basvuru,Finance,Stock Market
4696,hesap_acma,Banking,Savings
6968,borsa,Finance,Forex
3936,kredi_basvuru,Finance,Forex
6590,kredi_basvuru,Finance,Stock Market
3706,hesap_acma,Banking,Savings
5242,borsa,Finance,Loans
6466,hesap_acma,Banking,Savings
5858,fx_market,Finance,Loans
5906,borsa,Finance,Loans
9620,hesap_acma,Banking,Transfers
2145,hesap_acma,Banking,Transfers
3688,hesap_acma,Banking,Transfers
9522,borsa,Finance,Loans
6423,fx_market,Finance,Stock Market
2586,borsa,Finance,Forex
6238,hesap_acma,Banking,Account Opening
5455,kredi_basvuru,Finance,Stock Market
6481,fx_market,Finance,Loans
4221,fx_market,Finance,Stock Market
1562,hesap_acma,Banking,Transfers
8746,borsa,Finance,Loans
8542,fx_market,Finance,Forex
7633,kredi_basvuru,Finance,Loans
3800,fx_market,Finance,Loans
8930,kredi_basvuru,Finance,Stock Market
6393,hesap_acma,Banking,Transfers
4270,borsa,Finance,Stock Market
3961,fx_market,Finance,Stock Market
6220,kredi_basvuru,Finance,Stock Market
1337,fx_market,Finance,Loans
8618,borsa,Finance,Loans
6191,hesap_acma,Banking,Account Opening
3269,fx_market,Finance,Stock Market
1302,kredi_basvuru,Finance,Forex
2463,hesap_acma,Banking,Transfers
9583,borsa,Finance,Stock Market
5329,kredi_basvuru,Finance,Stock Market
5277,fx_market,Finance,Forex
4311,borsa,Finance,Loans
7142,borsa,Finance,Loans
8845,hesap_acma,Banking,Transfers
1620,kredi_basvuru,Finance,Forex
8884,hesap_acma,Banking,Savings
6888,kredi_basvuru,Finance,Stock Market
5108,borsa,Finance,Stock Market
1988,fx_market,Finance,Forex
1822,hesap_acma,Banking,Savings
1988,kredi_basvuru,Finance,Stock Market
8471,hesap_acma,Banking,Account Opening
9630,hesap_acma,Banking,Transfers
3117,kredi_basvuru,Finance,Loans
3931,borsa,Finance,Forex
9988,borsa,Finance,Stock Market
6929,borsa,Finance,Loans
7995,kredi_basvuru,Finance,Loans
5489,kredi_basvuru,Finance,Forex
8409,kredi_basvuru,Finance,Forex
3732,hesap_acma,Banking,Transfers
8885,borsa,Finance,Forex
7970,fx_market,Finance,Forex
8505,fx_market,Finance,Loans
3105,borsa,Finance,Forex
8049,hesap_acma,Banking,Savings
9039,hesap_acma,Banking,Transfers
4630,borsa,Finance,Forex
3520,kredi_basvuru,Finance,Loans
9838,hesap_acma,Banking,Transfers
6949,fx_market,Finance,Forex
9578,borsa,Finance,Forex
3887,hesap_acma,Banking,Transfers
4287,fx_market,Finance,Stock Market
8123,borsa,Finance,Stock Market
5381,borsa,Finance,Forex
3435,hesap_acma,Banking,Savings
6676,hesap_acma,Banking,Account Opening
6293,hesap_acma,Banking,Transfers
5424,kredi_basvuru,Finance,Forex
3702,hesap_acma,Banking,Savings
9175,kredi_basvuru,Finance,Loans
7742,hesap_acma,Banking,Account Opening
7507,borsa,Finance,Loans
5522,fx_market,Finance,Loans
1280,borsa,Finance,Forex
6696,hesap_acma,Banking,Transfers
2836,borsa,Finance,Loans
2539,kredi_basvuru,Finance,Loans
6566,hesap_acma,Banking,Savings
4128,hesap_acma,Banking,Transfers
1676,kredi_basvuru,Finance,Forex
1425,borsa,Finance,Loans
2588,hesap_acma,Banking,Transfers
8757,kredi_basvuru,Finance,Loans
2626,borsa,Finance,Stock Market
5427,kredi_basvuru,Finance,Loans
7055,hesap_acma,Banking,Savings
1242,borsa,Finance,Stock Market
6488,hesap_acma,Banking,Savings
8019,borsa,Finance,Loans
2510,hesap_acma,Banking,Savings
4163,kredi_basvuru,Finance,Loans
5348,fx_market,Finance,Forex
4123,borsa,Finance,Loans
6506,hesap_acma,Banking,Account Opening
5542,kredi_basvuru,Finance,Stock Market
8950,fx_market,Finance,Stock Market
