customernumber,category,subcategory,interest_count
6939,Finance,Loans,1
6844,Finance,Stock Market,1
7000,Finance,Loans,1
7010,Finance,Loans,1
7009,Finance,Loans,1
7008,Banking,Savings,1
7007,Banking,Account Opening,1
7005,Finance,Forex,1
7005,Banking,Savings,1
7004,Finance,Loans,1
7004,Finance,Forex,1
6054,Banking,Transfers,1
7002,Banking,Account Opening,1
7001,Finance,Forex,1
6997,Finance,Stock Market,1
7013,Finance,Loans,1
6054,Finance,Stock Market,1
6996,Finance,Forex,1
6996,Banking,Account Opening,1
6995,Finance,Forex,1
6994,Finance,Forex,1
6055,Finance,Stock Market,1
6313,Banking,Transfers,1
6056,Finance,Forex,1
6057,Finance,Stock Market,1
6989,Banking,Account Opening,1
6988,Finance,Loans,1
7013,Banking,Transfers,1
7014,Finance,Stock Market,1
6986,Finance,Stock Market,1
7025,Banking,Transfers,1
7031,Banking,Account Opening,1
7030,Finance,Forex,1
7030,Banking,Savings,1
7029,Finance,Forex,1
6047,Banking,Account Opening,1
7029,Banking,Account Opening,1
6049,Finance,Stock Market,1
7028,Banking,Transfers,1
7027,Finance,Loans,1
7025,Finance,Loans,1
6050,Banking,Account Opening,1
7025,Banking,Savings,1
7015,Finance,Forex,1
7024,Banking,Transfers,1
7022,Banking,Account Opening,1
7019,Finance,Loans,1
6050,Banking,Transfers,1
7018,Finance,Loans,1
7017,Finance,Loans,1
7016,Finance,Stock Market,1
6052,Finance,Loans,1
6054,Banking,Savings,1
7016,Finance,Loans,1
7015,Finance,Stock Market,1
6987,Finance,Stock Market,1
6986,Finance,Loans,1
6940,Finance,Forex,1
6954,Banking,Account Opening,1
6068,Finance,Forex,1
6959,Finance,Loans,1
6068,Finance,Loans,1
6068,Finance,Stock Market,1
6955,Finance,Loans,1
6955,Finance,Forex,1
6954,Finance,Forex,1
6954,Banking,Savings,1
6069,Banking,Account Opening,1
6069,Finance,Loans,1
6070,Banking,Savings,1
6953,Banking,Account Opening,1
6961,Finance,Forex,1
6951,Finance,Stock Market,1
6950,Finance,Forex,1
6071,Banking,Savings,1
6945,Finance,Stock Market,1
6944,Banking,Transfers,1
6944,Banking,Savings,1
6943,Finance,Stock Market,1
6941,Finance,Stock Market,1
6071,Finance,Loans,1
6941,Finance,Loans,1
6072,Banking,Savings,1
6960,Finance,Forex,1
6963,Finance,Stock Market,1
6985,Finance,Loans,1
6064,Finance,Stock Market,1
6985,Banking,Savings,1
6982,Banking,Transfers,1
6060,Finance,Loans,1
6981,Finance,Forex,1
6977,Finance,Stock Market,1
6060,Finance,Stock Market,1
6976,Finance,Stock Market,1
6061,Banking,Transfers,1
6061,Finance,Forex,1
6062,Finance,Stock Market,1
6064,Banking,Savings,1
6973,Finance,Forex,1
6965,Finance,Loans,1
6973,Banking,Savings,1
6973,Banking,Account Opening,1
6972,Finance,Stock Market,1
6970,Finance,Forex,1
6969,Finance,Loans,1
6065,Finance,Stock Market,1
6968,Finance,Loans,1
6968,Finance,Forex,1
6066,Finance,Forex,1
6067,Finance,Stock Market,1
6967,Finance,Forex,1
6845,Finance,Stock Market,1
6843,Finance,Loans,1
6665,Banking,Account Opening,1
6725,Banking,Transfers,1
6729,Finance,Loans,1
6729,Finance,Forex,1
6729,Banking,Transfers,1
6160,Finance,Loans,1
6161,Banking,Savings,1
6728,Banking,Savings,1
6727,Banking,Transfers,1
7629,Banking,Account Opening,1
6727,Banking,Savings,1
6726,Banking,Account Opening,1
6725,Finance,Loans,1
6724,Finance,Stock Market,1
6735,Banking,Account Opening,1
6724,Finance,Loans,1
6724,Finance,Forex,1
6723,Finance,Loans,1
6720,Banking,Savings,1
6720,Banking,Account Opening,1
6719,Finance,Loans,1
6717,Finance,Stock Market,1
6714,Finance,Forex,1
6710,Banking,Savings,1
6710,Banking,Account Opening,1
6709,Finance,Loans,1
6730,Finance,Loans,1
6736,Finance,Forex,1
6708,Banking,Account Opening,1
6152,Banking,Account Opening,1
6757,Finance,Stock Market,1
6757,Banking,Transfers,1
6757,Banking,Savings,1
6756,Banking,Transfers,1
6755,Finance,Stock Market,1
6755,Banking,Account Opening,1
6147,Finance,Loans,1
6753,Finance,Forex,1
6752,Finance,Stock Market,1
6147,Finance,Stock Market,1
6151,Banking,Account Opening,1
6751,Finance,Stock Market,1
6738,Finance,Stock Market,1
6751,Finance,Forex,1
6751,Banking,Account Opening,1
6750,Finance,Loans,1
6749,Finance,Stock Market,1
6157,Finance,Forex,1
6748,Banking,Account Opening,1
6159,Banking,Savings,1
6743,Finance,Loans,1
6159,Finance,Loans,1
6160,Finance,Forex,1
6742,Finance,Forex,1
6708,Finance,Forex,1
6704,Finance,Stock Market,1
6147,Finance,Forex,1
6674,Finance,Stock Market,1
6682,Banking,Account Opening,1
6681,Finance,Forex,1
6680,Finance,Stock Market,1
6166,Finance,Stock Market,1
6170,Finance,Forex,1
6680,Finance,Forex,1
6680,Banking,Transfers,1
6170,Finance,Loans,1
6677,Finance,Stock Market,1
6676,Banking,Savings,1
6676,Banking,Account Opening,1
6672,Finance,Forex,1
6684,Finance,Forex,1
6671,Finance,Forex,1
6670,Banking,Transfers,1
6171,Finance,Stock Market,1
6670,Banking,Account Opening,1
6669,Finance,Stock Market,1
6172,Banking,Savings,1
6668,Finance,Forex,1
6667,Finance,Stock Market,1
6667,Finance,Loans,1
6666,Banking,Transfers,1
6665,Finance,Forex,1
6166,Finance,Loans,1
6165,Finance,Forex,1
6161,Finance,Loans,1
6163,Finance,Forex,1
6704,Finance,Forex,1
6703,Finance,Stock Market,1
6703,Finance,Loans,1
6703,Finance,Forex,1
6702,Finance,Forex,1
6702,Banking,Account Opening,1
6701,Finance,Stock Market,1
6698,Finance,Stock Market,1
6696,Finance,Stock Market,1
6161,Finance,Stock Market,1
6696,Finance,Loans,1
6163,Finance,Stock Market,1
6686,Banking,Account Opening,1
6696,Banking,Transfers,1
6695,Finance,Stock Market,1
6695,Finance,Forex,1
6164,Finance,Stock Market,1
6694,Finance,Stock Market,1
6692,Finance,Loans,1
6692,Finance,Forex,1
6691,Finance,Stock Market,1
6690,Finance,Forex,1
6165,Banking,Transfers,1
6686,Banking,Savings,1
6760,Finance,Forex,1
6761,Banking,Transfers,1
6841,Finance,Stock Market,1
6810,Banking,Savings,1
6117,Finance,Forex,1
6118,Banking,Account Opening,1
6816,Banking,Transfers,1
6816,Banking,Account Opening,1
6119,Finance,Loans,1
6120,Finance,Forex,1
6815,Finance,Forex,1
6815,Banking,Transfers,1
6813,Finance,Stock Market,1
6812,Finance,Forex,1
6810,Banking,Transfers,1
6128,Banking,Account Opening,1
6819,Finance,Forex,1
6809,Finance,Loans,1
6128,Finance,Forex,1
6129,Banking,Account Opening,1
6808,Finance,Forex,1
6806,Finance,Loans,1
6805,Finance,Forex,1
6804,Finance,Loans,1
6804,Banking,Account Opening,1
6803,Finance,Loans,1
6801,Finance,Loans,1
6801,Banking,Transfers,1
6116,Banking,Transfers,1
6115,Finance,Stock Market,1
6129,Finance,Forex,1
6828,Finance,Forex,1
6840,Finance,Loans,1
6840,Finance,Forex,1
6838,Banking,Account Opening,1
6835,Finance,Stock Market,1
6110,Finance,Forex,1
6112,Banking,Transfers,1
6112,Finance,Loans,1
6834,Banking,Transfers,1
6833,Finance,Loans,1
6829,Finance,Loans,1
6828,Finance,Stock Market,1
6112,Finance,Stock Market,1
6819,Finance,Loans,1
6825,Finance,Forex,1
6113,Finance,Loans,1
6825,Banking,Account Opening,1
6824,Finance,Stock Market,1
6824,Finance,Forex,1
6114,Finance,Forex,1
6823,Finance,Forex,1
6822,Finance,Stock Market,1
6821,Finance,Forex,1
6820,Finance,Forex,1
6820,Banking,Savings,1
6800,Finance,Loans,1
6129,Finance,Loans,1
6764,Finance,Stock Market,1
6773,Finance,Forex,1
6139,Finance,Loans,1
6783,Finance,Loans,1
6139,Finance,Stock Market,1
6781,Finance,Loans,1
6779,Finance,Stock Market,1
6140,Finance,Loans,1
6141,Finance,Forex,1
6778,Finance,Forex,1
6776,Finance,Loans,1
6775,Finance,Stock Market,1
6143,Finance,Forex,1
6143,Finance,Stock Market,1
6784,Finance,Stock Market,1
6773,Banking,Transfers,1
6771,Banking,Savings,1
6770,Finance,Loans,1
6770,Finance,Forex,1
6770,Banking,Savings,1
6768,Finance,Stock Market,1
6768,Finance,Forex,1
6766,Finance,Stock Market,1
6144,Finance,Forex,1
6765,Banking,Savings,1
6145,Banking,Transfers,1
6784,Finance,Loans,1
6138,Finance,Stock Market,1
6799,Banking,Savings,1
6135,Finance,Loans,1
6798,Finance,Stock Market,1
6798,Finance,Forex,1
6798,Banking,Transfers,1
6130,Finance,Forex,1
6798,Banking,Savings,1
6797,Finance,Forex,1
6130,Finance,Loans,1
6795,Finance,Stock Market,1
6793,Finance,Forex,1
6792,Banking,Transfers,1
6132,Finance,Forex,1
6136,Finance,Stock Market,1
6785,Banking,Account Opening,1
6790,Finance,Loans,1
6788,Finance,Stock Market,1
6137,Finance,Loans,1
6788,Banking,Transfers,1
6787,Finance,Stock Market,1
6787,Finance,Forex,1
6787,Banking,Savings,1
6137,Finance,Stock Market,1
6138,Banking,Transfers,1
6785,Finance,Loans,1
6785,Finance,Forex,1
1003,Finance,Forex,1
7847,Finance,Loans,1
7630,Finance,Loans,1
9174,Finance,Loans,1
9192,Finance,Forex,1
9192,Banking,Account Opening,1
9190,Finance,Loans,1
9188,Finance,Forex,1
9187,Banking,Savings,1
9186,Finance,Forex,1
9185,Finance,Loans,1
9184,Finance,Loans,1
9184,Finance,Forex,1
9180,Finance,Loans,1
9179,Finance,Loans,1
9179,Finance,Forex,1
9176,Finance,Loans,1
9175,Finance,Loans,1
9174,Banking,Savings,1
9238,Finance,Forex,1
9173,Finance,Loans,1
9172,Finance,Stock Market,1
9172,Finance,Loans,1
9170,Finance,Forex,1
9167,Finance,Loans,1
9167,Finance,Forex,1
9165,Finance,Loans,1
9165,Finance,Forex,1
9165,Banking,Savings,1
9165,Banking,Account Opening,1
9164,Finance,Forex,1
9164,Banking,Savings,1
9163,Finance,Stock Market,1
9162,Finance,Stock Market,1
9194,Finance,Loans,1
9197,Finance,Loans,1
9198,Finance,Forex,1
9199,Finance,Forex,1
9235,Finance,Loans,1
9235,Finance,Forex,1
9234,Banking,Savings,1
9233,Banking,Savings,1
9231,Finance,Forex,1
9230,Finance,Stock Market,1
9230,Banking,Transfers,1
9228,Finance,Forex,1
9227,Finance,Stock Market,1
9224,Finance,Loans,1
9223,Finance,Loans,1
9219,Finance,Stock Market,1
9219,Finance,Forex,1
9217,Finance,Loans,1
9217,Finance,Forex,1
9216,Finance,Forex,1
9215,Banking,Account Opening,1
9213,Finance,Forex,1
9211,Finance,Loans,1
9209,Finance,Loans,1
9208,Finance,Stock Market,1
9208,Finance,Loans,1
9207,Finance,Loans,1
9205,Finance,Loans,1
9203,Banking,Transfers,1
9202,Finance,Loans,1
9201,Finance,Stock Market,1
9201,Banking,Savings,1
9199,Finance,Loans,1
9162,Banking,Savings,1
9161,Finance,Forex,1
9160,Finance,Stock Market,1
9125,Banking,Transfers,1
9123,Finance,Forex,1
9123,Banking,Transfers,1
9122,Finance,Stock Market,1
9122,Finance,Forex,1
9121,Finance,Loans,1
9121,Banking,Savings,1
9120,Finance,Forex,1
9120,Banking,Account Opening,1
9116,Finance,Loans,1
9116,Finance,Forex,1
9116,Banking,Savings,1
9111,Finance,Loans,1
9109,Finance,Stock Market,1
9109,Finance,Loans,1
9109,Banking,Transfers,1
9108,Finance,Forex,1
9107,Finance,Forex,1
9106,Finance,Stock Market,1
9104,Finance,Loans,1
9103,Finance,Loans,1
9102,Finance,Loans,1
9102,Finance,Forex,1
9101,Finance,Stock Market,1
9101,Finance,Loans,1
9100,Finance,Loans,1
9100,Finance,Forex,1
9097,Finance,Forex,1
9097,Banking,Account Opening,1
9096,Finance,Loans,1
9124,Finance,Stock Market,1
9125,Finance,Forex,1
9159,Finance,Loans,1
9125,Finance,Loans,1
9159,Finance,Forex,1
9159,Banking,Account Opening,1
9157,Finance,Stock Market,1
9156,Finance,Loans,1
9155,Finance,Stock Market,1
9153,Finance,Loans,1
9151,Banking,Savings,1
9149,Banking,Savings,1
9148,Finance,Loans,1
9148,Finance,Forex,1
9144,Finance,Loans,1
9144,Finance,Forex,1
9142,Finance,Stock Market,1
9142,Finance,Forex,1
9141,Finance,Loans,1
9140,Finance,Loans,1
9139,Finance,Loans,1
9139,Banking,Transfers,1
9137,Finance,Stock Market,1
9137,Finance,Forex,1
9136,Finance,Loans,1
9135,Finance,Loans,1
9135,Banking,Account Opening,1
9134,Banking,Transfers,1
9134,Banking,Account Opening,1
9131,Finance,Loans,1
9130,Finance,Stock Market,1
9127,Finance,Loans,1
9126,Finance,Loans,1
9237,Finance,Stock Market,1
9239,Finance,Stock Market,1
7630,Finance,Stock Market,1
9340,Banking,Transfers,1
9354,Banking,Transfers,1
9353,Finance,Loans,1
9353,Banking,Savings,1
9352,Banking,Savings,1
9351,Finance,Loans,1
9348,Finance,Stock Market,1
9348,Finance,Loans,1
9347,Finance,Forex,1
9346,Finance,Loans,1
9345,Finance,Forex,1
9344,Finance,Stock Market,1
9344,Finance,Loans,1
9344,Banking,Transfers,1
9342,Finance,Forex,1
9339,Finance,Forex,1
9240,Finance,Forex,1
9338,Finance,Forex,1
9338,Banking,Transfers,1
9336,Finance,Stock Market,1
9336,Finance,Loans,1
9336,Finance,Forex,1
9334,Banking,Savings,1
9331,Banking,Savings,1
9330,Banking,Transfers,1
9329,Banking,Savings,1
9326,Finance,Stock Market,1
9326,Finance,Forex,1
9323,Finance,Loans,1
9323,Finance,Forex,1
9323,Banking,Transfers,1
9356,Finance,Stock Market,1
9359,Banking,Transfers,1
9361,Banking,Savings,1
9363,Finance,Stock Market,1
9405,Finance,Forex,1
9404,Banking,Savings,1
9403,Finance,Forex,1
9403,Banking,Transfers,1
9402,Finance,Stock Market,1
9402,Finance,Forex,1
9401,Finance,Stock Market,1
9400,Finance,Forex,1
9397,Finance,Forex,1
9396,Finance,Stock Market,1
9394,Finance,Stock Market,1
9394,Finance,Loans,1
9390,Finance,Loans,1
9387,Finance,Forex,1
9385,Finance,Stock Market,1
9382,Finance,Loans,1
9380,Finance,Stock Market,1
9380,Finance,Loans,1
9378,Finance,Stock Market,1
9377,Finance,Loans,1
9376,Banking,Savings,1
9373,Finance,Loans,1
9373,Banking,Savings,1
9371,Finance,Loans,1
9370,Finance,Forex,1
9369,Finance,Loans,1
9367,Finance,Stock Market,1
9367,Finance,Loans,1
9366,Finance,Loans,1
9322,Finance,Stock Market,1
9322,Finance,Loans,1
9321,Finance,Forex,1
9281,Finance,Loans,1
9280,Finance,Loans,1
9277,Finance,Loans,1
9277,Banking,Savings,1
9276,Finance,Stock Market,1
9275,Finance,Stock Market,1
9275,Finance,Loans,1
9275,Finance,Forex,1
9273,Finance,Loans,1
9272,Finance,Stock Market,1
9272,Finance,Loans,1
9270,Finance,Stock Market,1
9268,Finance,Stock Market,1
9261,Banking,Savings,1
9260,Banking,Transfers,1
9259,Banking,Account Opening,1
9257,Finance,Loans,1
9256,Finance,Forex,1
9255,Banking,Account Opening,1
9254,Banking,Account Opening,1
9251,Finance,Loans,1
9251,Banking,Account Opening,1
9250,Finance,Loans,1
9247,Finance,Loans,1
9245,Banking,Transfers,1
9242,Finance,Loans,1
9242,Finance,Forex,1
9242,Banking,Transfers,1
9241,Banking,Transfers,1
9241,Banking,Savings,1
9281,Banking,Savings,1
9283,Banking,Transfers,1
9320,Finance,Stock Market,1
9283,Finance,Forex,1
9320,Finance,Loans,1
9319,Finance,Stock Market,1
9319,Finance,Loans,1
9319,Finance,Forex,1
9315,Finance,Loans,1
9310,Finance,Stock Market,1
9308,Finance,Loans,1
9307,Finance,Loans,1
9307,Banking,Account Opening,1
9306,Banking,Transfers,1
9305,Finance,Forex,1
9302,Banking,Transfers,1
9301,Finance,Loans,1
9301,Finance,Forex,1
9300,Banking,Account Opening,1
9299,Finance,Forex,1
9297,Banking,Account Opening,1
9296,Banking,Savings,1
9296,Banking,Account Opening,1
9294,Finance,Stock Market,1
9294,Finance,Loans,1
9292,Finance,Loans,1
9292,Finance,Forex,1
9291,Finance,Stock Market,1
9290,Finance,Loans,1
9289,Finance,Stock Market,1
9287,Banking,Savings,1
9286,Finance,Forex,1
9283,Finance,Stock Market,1
9096,Banking,Account Opening,1
9095,Banking,Transfers,1
9092,Finance,Forex,1
8893,Finance,Forex,1
8909,Finance,Stock Market,1
8909,Finance,Loans,1
8909,Banking,Savings,1
8908,Finance,Loans,1
8907,Banking,Transfers,1
8906,Finance,Loans,1
8906,Finance,Forex,1
8904,Banking,Savings,1
8901,Finance,Forex,1
8900,Finance,Stock Market,1
8900,Banking,Savings,1
8899,Finance,Forex,1
8897,Finance,Loans,1
8894,Finance,Loans,1
8892,Finance,Forex,1
9091,Banking,Transfers,1
8890,Finance,Stock Market,1
8889,Finance,Forex,1
8888,Finance,Forex,1
8886,Finance,Stock Market,1
8885,Finance,Stock Market,1
8885,Finance,Forex,1
8884,Finance,Stock Market,1
8884,Finance,Forex,1
8884,Banking,Savings,1
8882,Finance,Stock Market,1
8882,Banking,Savings,1
8881,Finance,Loans,1
8881,Banking,Savings,1
8879,Finance,Stock Market,1
8913,Banking,Savings,1
8913,Finance,Stock Market,1
8915,Finance,Forex,1
8915,Finance,Loans,1
8947,Finance,Forex,1
8946,Finance,Stock Market,1
8946,Banking,Account Opening,1
8942,Finance,Loans,1
8941,Finance,Stock Market,1
8940,Finance,Forex,1
8936,Finance,Loans,1
8936,Finance,Forex,1
8936,Banking,Transfers,1
8933,Finance,Forex,1
8932,Finance,Loans,1
8930,Finance,Stock Market,1
8930,Banking,Account Opening,1
8929,Finance,Stock Market,1
8929,Finance,Loans,1
8929,Finance,Forex,1
8929,Banking,Account Opening,1
8928,Finance,Forex,1
8927,Finance,Forex,1
8924,Finance,Forex,1
8923,Finance,Loans,1
8923,Banking,Transfers,1
8920,Banking,Transfers,1
8919,Finance,Loans,1
8919,Finance,Forex,1
8918,Finance,Loans,1
8917,Banking,Transfers,1
8916,Banking,Savings,1
8915,Finance,Stock Market,1
8879,Finance,Forex,1
8878,Finance,Stock Market,1
8878,Banking,Savings,1
8847,Finance,Stock Market,1
8844,Finance,Loans,1
8838,Finance,Loans,1
8837,Banking,Transfers,1
8836,Finance,Stock Market,1
8836,Finance,Loans,1
8832,Finance,Loans,1
8831,Finance,Forex,1
8830,Finance,Forex,1
8830,Banking,Account Opening,1
8828,Finance,Stock Market,1
8827,Banking,Transfers,1
8826,Finance,Stock Market,1
8825,Finance,Stock Market,1
8822,Finance,Loans,1
8820,Finance,Stock Market,1
8819,Banking,Savings,1
8816,Finance,Stock Market,1
8816,Banking,Account Opening,1
8815,Finance,Stock Market,1
8814,Finance,Forex,1
8812,Banking,Savings,1
8809,Finance,Forex,1
8807,Finance,Loans,1
8806,Finance,Loans,1
8806,Finance,Forex,1
8804,Finance,Stock Market,1
8803,Finance,Stock Market,1
8803,Finance,Loans,1
8803,Finance,Forex,1
8845,Banking,Transfers,1
8849,Banking,Account Opening,1
8874,Finance,Loans,1
8849,Finance,Stock Market,1
8873,Finance,Stock Market,1
8871,Finance,Stock Market,1
8870,Finance,Stock Market,1
8869,Banking,Transfers,1
8868,Finance,Stock Market,1
8867,Banking,Savings,1
8865,Finance,Loans,1
8863,Finance,Stock Market,1
8863,Banking,Account Opening,1
8862,Finance,Loans,1
8861,Finance,Loans,1
8861,Finance,Forex,1
8860,Finance,Loans,1
8860,Banking,Transfers,1
8859,Finance,Forex,1
8858,Banking,Transfers,1
8857,Finance,Stock Market,1
8857,Finance,Loans,1
8855,Finance,Loans,1
8854,Finance,Stock Market,1
8854,Finance,Loans,1
8854,Banking,Transfers,1
8853,Finance,Stock Market,1
8853,Finance,Loans,1
8852,Finance,Loans,1
8852,Finance,Forex,1
8851,Finance,Loans,1
8850,Finance,Forex,1
8850,Banking,Account Opening,1
8948,Banking,Savings,1
8949,Finance,Loans,1
8949,Finance,Stock Market,1
9061,Finance,Stock Market,1
9059,Finance,Stock Market,1
9056,Finance,Stock Market,1
9055,Banking,Savings,1
9054,Finance,Loans,1
9052,Finance,Stock Market,1
9050,Finance,Loans,1
9050,Finance,Forex,1
9049,Finance,Stock Market,1
9049,Banking,Account Opening,1
9048,Finance,Loans,1
9048,Banking,Account Opening,1
9047,Finance,Stock Market,1
9045,Finance,Forex,1
9042,Finance,Stock Market,1
9042,Finance,Forex,1
9042,Banking,Transfers,1
9041,Finance,Stock Market,1
9040,Banking,Transfers,1
9039,Banking,Transfers,1
9038,Finance,Stock Market,1
9037,Banking,Transfers,1
9036,Finance,Loans,1
9034,Finance,Stock Market,1
9030,Banking,Account Opening,1
9027,Finance,Forex,1
9025,Finance,Stock Market,1
9025,Finance,Forex,1
9024,Finance,Loans,1
9023,Finance,Stock Market,1
9060,Finance,Stock Market,1
9062,Banking,Savings,1
9022,Banking,Savings,1
9062,Finance,Loans,1
9091,Banking,Savings,1
9090,Finance,Forex,1
9089,Finance,Stock Market,1
9089,Finance,Forex,1
9089,Banking,Savings,1
9086,Finance,Stock Market,1
9084,Finance,Loans,1
9083,Finance,Loans,1
9082,Finance,Stock Market,1
9082,Finance,Forex,1
9082,Banking,Transfers,1
9082,Banking,Account Opening,1
9081,Finance,Loans,1
9080,Finance,Forex,1
9078,Banking,Savings,1
9077,Finance,Loans,1
9076,Finance,Stock Market,1
9075,Finance,Loans,1
9075,Finance,Forex,1
9073,Finance,Stock Market,1
9070,Banking,Account Opening,1
9069,Finance,Stock Market,1
9068,Banking,Account Opening,1
9066,Finance,Loans,1
9066,Banking,Transfers,1
9065,Finance,Forex,1
9064,Finance,Stock Market,1
9064,Banking,Transfers,1
9063,Finance,Loans,1
9022,Finance,Stock Market,1
9021,Finance,Stock Market,1
8950,Finance,Loans,1
8990,Finance,Loans,1
8989,Finance,Stock Market,1
8989,Finance,Loans,1
8987,Banking,Account Opening,1
8986,Finance,Loans,1
8986,Banking,Savings,1
8985,Finance,Stock Market,1
8984,Banking,Transfers,1
8982,Finance,Stock Market,1
8982,Finance,Loans,1
8982,Finance,Forex,1
8981,Finance,Loans,1
8981,Banking,Savings,1
8980,Finance,Loans,1
8980,Banking,Savings,1
8979,Finance,Loans,1
8979,Finance,Forex,1
8978,Finance,Stock Market,1
8976,Finance,Forex,1
8974,Finance,Loans,1
8973,Banking,Account Opening,1
8971,Finance,Forex,1
8969,Finance,Loans,1
8967,Finance,Forex,1
8966,Banking,Savings,1
8964,Banking,Transfers,1
8959,Finance,Loans,1
8959,Finance,Forex,1
8957,Finance,Loans,1
8955,Finance,Loans,1
8990,Banking,Savings,1
8991,Finance,Stock Market,1
9020,Finance,Stock Market,1
8992,Banking,Savings,1
9020,Banking,Transfers,1
9019,Finance,Forex,1
9019,Banking,Account Opening,1
9018,Finance,Stock Market,1
9018,Finance,Forex,1
9017,Finance,Loans,1
9017,Finance,Forex,1
9016,Finance,Forex,1
9016,Banking,Account Opening,1
9015,Finance,Loans,1
9011,Banking,Transfers,1
9010,Finance,Stock Market,1
9010,Finance,Forex,1
9010,Banking,Transfers,1
9010,Banking,Account Opening,1
9009,Finance,Forex,1
9009,Banking,Transfers,1
9008,Finance,Stock Market,1
9006,Finance,Forex,1
9005,Finance,Loans,1
9005,Banking,Transfers,1
8999,Finance,Stock Market,1
8999,Finance,Forex,1
8999,Banking,Transfers,1
8998,Finance,Forex,1
8997,Finance,Loans,1
8995,Banking,Transfers,1
8993,Banking,Transfers,1
8992,Finance,Forex,1
9406,Finance,Loans,1
9407,Finance,Forex,1
9407,Finance,Loans,1
9796,Banking,Transfers,1
9817,Finance,Stock Market,1
9817,Finance,Loans,1
9815,Banking,Account Opening,1
9813,Finance,Loans,1
9813,Banking,Account Opening,1
9812,Finance,Forex,1
9811,Finance,Loans,1
9809,Finance,Forex,1
9807,Finance,Loans,1
9803,Finance,Loans,1
9803,Banking,Account Opening,1
9802,Finance,Stock Market,1
9801,Finance,Loans,1
9797,Finance,Loans,1
9796,Banking,Account Opening,1
9703,Finance,Stock Market,1
9795,Finance,Loans,1
9794,Finance,Stock Market,1
9792,Finance,Stock Market,1
9791,Finance,Loans,1
9791,Finance,Forex,1
9790,Finance,Loans,1
9790,Finance,Forex,1
9790,Banking,Transfers,1
9788,Finance,Stock Market,1
9783,Banking,Savings,1
9783,Banking,Account Opening,1
9782,Finance,Stock Market,1
9780,Finance,Stock Market,1
9779,Banking,Account Opening,1
9818,Banking,Savings,1
9818,Finance,Forex,1
9820,Finance,Stock Market,1
9821,Banking,Transfers,1
9848,Finance,Stock Market,1
9847,Finance,Loans,1
9846,Finance,Stock Market,1
9846,Finance,Loans,1
9846,Finance,Forex,1
9845,Finance,Stock Market,1
9845,Finance,Loans,1
9845,Banking,Account Opening,1
9843,Finance,Loans,1
9842,Finance,Stock Market,1
9841,Finance,Loans,1
9841,Finance,Forex,1
9838,Banking,Transfers,1
9837,Banking,Transfers,1
9836,Banking,Savings,1
9835,Finance,Loans,1
9834,Finance,Loans,1
9834,Banking,Account Opening,1
9830,Finance,Forex,1
9829,Finance,Forex,1
9829,Banking,Savings,1
9828,Finance,Loans,1
9828,Finance,Forex,1
9828,Banking,Transfers,1
9827,Finance,Stock Market,1
9826,Finance,Forex,1
9826,Banking,Transfers,1
9825,Banking,Account Opening,1
9822,Banking,Transfers,1
9778,Banking,Transfers,1
9776,Finance,Stock Market,1
9776,Finance,Loans,1
9740,Banking,Savings,1
9739,Banking,Account Opening,1
9738,Banking,Account Opening,1
9737,Finance,Forex,1
9733,Finance,Stock Market,1
9733,Finance,Loans,1
9732,Finance,Forex,1
9730,Finance,Stock Market,1
9730,Finance,Forex,1
9729,Finance,Loans,1
9729,Finance,Forex,1
9728,Banking,Account Opening,1
9724,Finance,Loans,1
9724,Finance,Forex,1
9723,Finance,Loans,1
9721,Finance,Stock Market,1
9721,Finance,Loans,1
9720,Finance,Stock Market,1
9720,Banking,Account Opening,1
9719,Finance,Forex,1
9718,Finance,Forex,1
9717,Finance,Loans,1
9715,Finance,Loans,1
9713,Finance,Stock Market,1
9713,Finance,Loans,1
9711,Banking,Savings,1
9709,Banking,Savings,1
9708,Banking,Transfers,1
9706,Finance,Forex,1
9704,Finance,Loans,1
9739,Banking,Savings,1
9740,Banking,Transfers,1
9776,Banking,Savings,1
9740,Finance,Loans,1
9775,Finance,Forex,1
9774,Finance,Forex,1
9773,Finance,Stock Market,1
9773,Finance,Loans,1
9770,Finance,Stock Market,1
9770,Banking,Transfers,1
9767,Finance,Forex,1
9766,Banking,Savings,1
9765,Finance,Stock Market,1
9765,Finance,Loans,1
9763,Finance,Loans,1
9762,Finance,Loans,1
9761,Finance,Forex,1
9761,Banking,Savings,1
9759,Finance,Stock Market,1
9758,Finance,Loans,1
9758,Banking,Transfers,1
9757,Finance,Stock Market,1
9757,Finance,Forex,1
9755,Banking,Transfers,1
9754,Finance,Loans,1
9753,Finance,Stock Market,1
9752,Finance,Loans,1
9751,Finance,Loans,1
9750,Banking,Transfers,1
9748,Finance,Loans,1
9747,Finance,Loans,1
9745,Finance,Stock Market,1
9741,Banking,Account Opening,1
9849,Banking,Transfers,1
9849,Finance,Forex,1
9850,Finance,Loans,1
9966,Finance,Stock Market,1
9965,Banking,Savings,1
9965,Banking,Account Opening,1
9964,Finance,Stock Market,1
9964,Finance,Forex,1
9959,Finance,Stock Market,1
9958,Finance,Forex,1
9958,Banking,Account Opening,1
9957,Finance,Forex,1
9957,Banking,Transfers,1
9957,Banking,Account Opening,1
9955,Finance,Stock Market,1
9955,Finance,Forex,1
9954,Finance,Loans,1
9953,Finance,Loans,1
9952,Finance,Loans,1
9952,Finance,Forex,1
