customernumber,Top Categories,Total Interactions
3089,"[['Finance', 'Loans']]",1
3092,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3093,"[['Finance', 'Forex'], ['Banking', 'Account Opening']]",3
3095,"[['Finance', 'Forex']]",1
3096,"[['Banking', 'Savings']]",1
3097,"[['Finance', 'Forex']]",2
3098,"[['Finance', 'Stock Market']]",1
3100,"[['Banking', 'Transfers']]",1
3102,"[['Finance', 'Stock Market']]",1
3103,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
3104,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
3105,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3106,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
3109,"[['Finance', 'Loans']]",1
3110,"[['Finance', 'Loans'], ['Banking', 'Savings'], ['Finance', 'Forex']]",4
3112,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3113,"[['Finance', 'Stock Market']]",1
3115,"[['Banking', 'Savings']]",1
3117,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3119,"[['Finance', 'Stock Market']]",1
3121,"[['Banking', 'Savings']]",1
3122,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3123,"[['Finance', 'Stock Market'], ['Banking', 'Account Opening']]",3
3124,"[['Banking', 'Transfers']]",1
3125,"[['Finance', 'Loans']]",1
3126,"[['Finance', 'Stock Market']]",1
3128,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
3130,"[['Finance', 'Forex']]",1
3133,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3134,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3135,"[['Finance', 'Loans']]",1
3139,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
3140,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
3141,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
3144,"[['Finance', 'Loans']]",1
3146,"[['Finance', 'Loans']]",1
3147,"[['Finance', 'Stock Market']]",1
3149,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3150,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3153,"[['Finance', 'Forex']]",2
3154,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3155,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3156,"[['Finance', 'Loans'], ['Banking', 'Transfers']]",3
3157,"[['Finance', 'Forex']]",1
3158,"[['Banking', 'Savings']]",1
3159,"[['Finance', 'Stock Market']]",2
3160,"[['Finance', 'Loans']]",1
3163,"[['Finance', 'Stock Market']]",1
3165,"[['Banking', 'Savings']]",3
3166,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3168,"[['Finance', 'Forex']]",1
3170,"[['Banking', 'Account Opening']]",1
3172,"[['Finance', 'Loans']]",1
3173,"[['Finance', 'Forex']]",1
3174,"[['Banking', 'Account Opening']]",1
3175,"[['Finance', 'Forex']]",1
3176,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3177,"[['Finance', 'Stock Market']]",2
3178,"[['Banking', 'Transfers']]",1
3179,"[['Finance', 'Stock Market'], ['Banking', 'Account Opening']]",3
3180,"[['Finance', 'Stock Market']]",1
3182,"[['Finance', 'Stock Market']]",1
3185,"[['Finance', 'Stock Market']]",1
3186,"[['Finance', 'Forex']]",1
3187,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3188,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
3189,"[['Finance', 'Loans']]",2
3191,"[['Finance', 'Forex'], ['Banking', 'Account Opening'], ['Finance', 'Loans']]",4
3192,"[['Finance', 'Forex']]",1
3194,"[['Finance', 'Stock Market']]",1
3197,"[['Finance', 'Stock Market']]",1
3200,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3201,"[['Finance', 'Forex']]",1
3202,"[['Finance', 'Loans']]",1
3203,"[['Banking', 'Transfers']]",1
3204,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3205,"[['Finance', 'Stock Market'], ['Banking', 'Transfers']]",3
3206,"[['Finance', 'Loans']]",2
3207,"[['Finance', 'Loans']]",1
3208,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3209,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3212,"[['Finance', 'Forex']]",1
3213,"[['Finance', 'Stock Market']]",2
3214,"[['Banking', 'Account Opening']]",1
3216,"[['Finance', 'Loans']]",1
3217,"[['Finance', 'Stock Market']]",1
3218,"[['Finance', 'Stock Market']]",1
3220,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
3223,"[['Finance', 'Loans']]",1
3224,"[['Finance', 'Loans']]",2
3225,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3228,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3229,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3230,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3231,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",4
3232,"[['Banking', 'Savings']]",1
3234,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
3235,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
3237,"[['Finance', 'Stock Market']]",1
3238,"[['Finance', 'Forex']]",2
3240,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3241,"[['Finance', 'Stock Market']]",1
3242,"[['Finance', 'Forex']]",1
3243,"[['Finance', 'Stock Market']]",1
3244,"[['Finance', 'Stock Market']]",1
3245,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3247,"[['Finance', 'Loans']]",1
3248,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
3249,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
3254,"[['Finance', 'Forex']]",1
3255,"[['Banking', 'Savings']]",1
3258,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3259,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3260,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
3264,"[['Finance', 'Loans']]",1
3265,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3267,"[['Banking', 'Savings']]",1
3269,"[['Finance', 'Stock Market'], ['Banking', 'Account Opening']]",3
3270,"[['Finance', 'Loans']]",1
3271,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
3272,"[['Banking', 'Savings']]",1
3276,"[['Finance', 'Loans']]",1
3278,"[['Banking', 'Savings'], ['Finance', 'Forex']]",3
3279,"[['Finance', 'Loans']]",2
3281,"[['Finance', 'Forex']]",1
3282,"[['Banking', 'Savings']]",1
3283,"[['Finance', 'Loans']]",1
3285,"[['Banking', 'Transfers']]",1
3287,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3288,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3290,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3291,"[['Banking', 'Transfers']]",1
3292,"[['Banking', 'Savings']]",2
3296,"[['Finance', 'Loans']]",1
3300,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3301,"[['Banking', 'Transfers']]",1
3302,"[['Banking', 'Savings'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",3
3303,"[['Banking', 'Savings']]",1
3305,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3306,"[['Finance', 'Loans']]",1
3307,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3309,"[['Banking', 'Account Opening']]",1
3310,"[['Finance', 'Forex']]",1
3311,"[['Finance', 'Stock Market']]",1
3314,"[['Finance', 'Stock Market']]",1
3317,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
3318,"[['Finance', 'Forex']]",1
3319,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3320,"[['Finance', 'Stock Market']]",1
3323,"[['Banking', 'Account Opening']]",1
3325,"[['Banking', 'Account Opening']]",1
3326,"[['Finance', 'Forex']]",1
3328,"[['Finance', 'Stock Market']]",1
3330,"[['Finance', 'Loans']]",1
3331,"[['Finance', 'Forex'], ['Banking', 'Account Opening']]",3
3332,"[['Finance', 'Forex']]",1
3335,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3336,"[['Banking', 'Savings']]",1
3337,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3338,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3340,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3344,"[['Finance', 'Stock Market'], ['Finance', 'Forex'], ['Finance', 'Loans']]",4
3345,"[['Finance', 'Stock Market']]",1
3347,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3348,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",2
3349,"[['Banking', 'Account Opening']]",1
3353,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
3354,"[['Finance', 'Forex']]",1
3355,"[['Finance', 'Stock Market']]",1
3357,"[['Finance', 'Stock Market']]",1
3359,"[['Finance', 'Loans']]",1
3361,"[['Finance', 'Loans']]",1
3364,"[['Banking', 'Account Opening']]",1
3366,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3368,"[['Finance', 'Loans']]",1
3369,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3370,"[['Finance', 'Loans']]",1
3371,"[['Finance', 'Stock Market'], ['Finance', 'Loans']]",3
3372,"[['Finance', 'Forex']]",1
3373,"[['Finance', 'Loans']]",1
3374,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3375,"[['Finance', 'Loans']]",1
3378,"[['Banking', 'Account Opening']]",1
3379,"[['Finance', 'Stock Market'], ['Banking', 'Savings']]",3
3380,"[['Banking', 'Transfers']]",1
3381,"[['Finance', 'Stock Market']]",1
3383,"[['Banking', 'Transfers'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3384,"[['Banking', 'Account Opening'], ['Banking', 'Transfers'], ['Finance', 'Forex']]",3
3385,"[['Finance', 'Forex']]",1
3386,"[['Finance', 'Loans']]",1
3388,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3390,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
3391,"[['Banking', 'Account Opening'], ['Banking', 'Savings'], ['Finance', 'Loans']]",3
3392,"[['Banking', 'Savings']]",1
3397,"[['Banking', 'Savings'], ['Banking', 'Transfers'], ['Finance', 'Forex']]",3
3403,"[['Banking', 'Account Opening']]",1
3404,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3405,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
3406,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3407,"[['Banking', 'Transfers']]",1
3408,"[['Banking', 'Savings']]",1
3409,"[['Banking', 'Account Opening']]",1
3410,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
3411,"[['Banking', 'Savings']]",1
3412,"[['Banking', 'Savings'], ['Finance', 'Loans']]",3
3415,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
3417,"[['Finance', 'Stock Market']]",1
3418,"[['Finance', 'Stock Market']]",1
3419,"[['Finance', 'Forex']]",1
3422,"[['Finance', 'Loans']]",2
3423,"[['Finance', 'Forex']]",1
3424,"[['Finance', 'Forex']]",1
3426,"[['Finance', 'Loans']]",1
3427,"[['Finance', 'Forex'], ['Banking', 'Savings']]",3
3432,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3433,"[['Finance', 'Loans']]",1
3434,"[['Finance', 'Loans']]",1
3435,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
3436,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
3437,"[['Finance', 'Stock Market']]",1
3438,"[['Finance', 'Loans']]",1
3439,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3442,"[['Banking', 'Account Opening']]",1
3443,"[['Banking', 'Transfers']]",1
3444,"[['Finance', 'Forex']]",1
3448,"[['Finance', 'Forex']]",1
3451,"[['Banking', 'Savings'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",3
3453,"[['Banking', 'Account Opening']]",1
3454,"[['Banking', 'Account Opening']]",1
3455,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
3456,"[['Finance', 'Stock Market']]",2
3457,"[['Finance', 'Forex']]",1
3458,"[['Finance', 'Stock Market']]",1
3459,"[['Finance', 'Loans']]",1
3460,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",3
3463,"[['Finance', 'Stock Market']]",2
3466,"[['Banking', 'Transfers']]",1
3467,"[['Finance', 'Forex']]",1
3468,"[['Finance', 'Stock Market']]",1
3469,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3470,"[['Finance', 'Loans']]",1
3471,"[['Finance', 'Forex']]",2
3472,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3473,"[['Finance', 'Forex']]",1
3475,"[['Finance', 'Forex']]",1
3476,"[['Finance', 'Stock Market']]",1
3477,"[['Finance', 'Forex']]",1
3480,"[['Finance', 'Loans']]",1
3481,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
3482,"[['Banking', 'Savings']]",1
3483,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3485,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3486,"[['Banking', 'Transfers']]",1
3489,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
3490,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
3494,"[['Finance', 'Stock Market'], ['Banking', 'Transfers'], ['Finance', 'Forex']]",4
3496,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3497,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
3498,"[['Finance', 'Loans']]",1
3499,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3500,"[['Finance', 'Loans'], ['Banking', 'Account Opening'], ['Banking', 'Transfers']]",4
3501,"[['Finance', 'Stock Market']]",1
3502,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
3503,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3504,"[['Finance', 'Forex']]",2
3505,"[['Finance', 'Stock Market']]",1
3507,"[['Finance', 'Stock Market'], ['Finance', 'Forex']]",3
3508,"[['Finance', 'Forex']]",2
3509,"[['Finance', 'Forex']]",1
3510,"[['Finance', 'Stock Market']]",1
3511,"[['Finance', 'Stock Market']]",2
3512,"[['Finance', 'Stock Market']]",1
3513,"[['Banking', 'Account Opening']]",1
3514,"[['Finance', 'Stock Market']]",1
3517,"[['Finance', 'Loans']]",1
3518,"[['Banking', 'Savings']]",1
3519,"[['Banking', 'Account Opening'], ['Banking', 'Transfers'], ['Finance', 'Loans']]",3
3520,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3521,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
3522,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3523,"[['Finance', 'Forex']]",1
3524,"[['Finance', 'Loans']]",1
3526,"[['Finance', 'Loans']]",1
3528,"[['Finance', 'Forex']]",1
3529,"[['Finance', 'Forex'], ['Banking', 'Savings']]",3
3530,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
3531,"[['Banking', 'Transfers']]",1
3532,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
3535,"[['Finance', 'Loans']]",3
3536,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3537,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
3539,"[['Banking', 'Savings']]",1
3541,"[['Finance', 'Loans']]",1
3545,"[['Finance', 'Stock Market']]",1
3546,"[['Finance', 'Stock Market']]",1
3547,"[['Banking', 'Savings']]",1
3548,"[['Finance', 'Stock Market']]",1
3549,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3550,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3553,"[['Finance', 'Loans']]",1
3555,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
3556,"[['Finance', 'Loans']]",1
3557,"[['Banking', 'Transfers']]",1
3559,"[['Finance', 'Forex']]",1
3560,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3561,"[['Finance', 'Loans']]",1
3563,"[['Finance', 'Loans']]",1
3567,"[['Finance', 'Forex']]",1
3569,"[['Finance', 'Loans']]",1
3570,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3571,"[['Banking', 'Account Opening']]",1
3572,"[['Finance', 'Forex']]",1
3573,"[['Banking', 'Transfers']]",1
3574,"[['Finance', 'Loans']]",1
3576,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3577,"[['Finance', 'Forex']]",1
3578,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
3579,"[['Finance', 'Forex']]",1
3581,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
3584,"[['Finance', 'Stock Market']]",1
3586,"[['Banking', 'Savings']]",1
3589,"[['Finance', 'Stock Market']]",1
3590,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
3591,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
3592,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
3593,"[['Finance', 'Loans']]",1
3594,"[['Finance', 'Stock Market']]",1
3595,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3596,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3597,"[['Finance', 'Stock Market']]",1
3598,"[['Finance', 'Stock Market']]",1
3600,"[['Banking', 'Account Opening'], ['Banking', 'Savings'], ['Finance', 'Loans']]",3
3601,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3603,"[['Finance', 'Stock Market']]",1
3604,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
3605,"[['Finance', 'Forex']]",1
3606,"[['Finance', 'Forex']]",1
3607,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3609,"[['Banking', 'Savings']]",1
3610,"[['Finance', 'Forex']]",1
3611,"[['Banking', 'Account Opening']]",1
3612,"[['Finance', 'Stock Market']]",2
3613,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3614,"[['Banking', 'Transfers']]",1
3617,"[['Finance', 'Loans']]",1
3618,"[['Banking', 'Account Opening']]",1
3619,"[['Finance', 'Stock Market']]",1
3620,"[['Banking', 'Savings']]",1
3621,"[['Finance', 'Stock Market']]",1
3622,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3623,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3627,"[['Finance', 'Loans']]",1
3628,"[['Finance', 'Loans']]",2
3629,"[['Banking', 'Account Opening']]",1
3630,"[['Finance', 'Stock Market']]",2
3631,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3632,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3633,"[['Finance', 'Loans']]",2
3635,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3636,"[['Finance', 'Stock Market']]",3
3638,"[['Finance', 'Forex']]",1
3640,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3641,"[['Finance', 'Stock Market']]",1
3642,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
3643,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3644,"[['Finance', 'Stock Market']]",2
3645,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3646,"[['Finance', 'Stock Market']]",1
3647,"[['Finance', 'Loans']]",1
3648,"[['Finance', 'Stock Market']]",1
3649,"[['Finance', 'Stock Market'], ['Finance', 'Forex']]",3
3651,"[['Finance', 'Forex']]",1
3652,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
3655,"[['Finance', 'Stock Market']]",1
3657,"[['Banking', 'Account Opening']]",1
3658,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3659,"[['Banking', 'Transfers']]",1
3660,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
3661,"[['Banking', 'Savings']]",1
3662,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
3663,"[['Finance', 'Stock Market'], ['Banking', 'Savings']]",3
3666,"[['Banking', 'Account Opening']]",2
3667,"[['Finance', 'Forex']]",1
3670,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3671,"[['Banking', 'Savings']]",1
3672,"[['Banking', 'Account Opening']]",1
3673,"[['Banking', 'Account Opening']]",1
3674,"[['Finance', 'Stock Market']]",1
3675,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3677,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
3678,"[['Finance', 'Forex']]",1
3679,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
3680,"[['Finance', 'Stock Market']]",1
3681,"[['Finance', 'Loans'], ['Finance', 'Forex']]",4
3683,"[['Finance', 'Forex']]",2
3687,"[['Finance', 'Forex']]",1
3688,"[['Banking', 'Transfers']]",1
3689,"[['Finance', 'Stock Market']]",2
3690,"[['Finance', 'Stock Market']]",1
3691,"[['Banking', 'Account Opening']]",1
3692,"[['Finance', 'Forex']]",1
3693,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
3694,"[['Finance', 'Stock Market']]",1
3696,"[['Finance', 'Stock Market']]",1
3698,"[['Finance', 'Loans']]",2
3699,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
3700,"[['Finance', 'Forex']]",2
3702,"[['Finance', 'Forex'], ['Banking', 'Savings'], ['Finance', 'Loans']]",4
3704,"[['Finance', 'Forex']]",1
3705,"[['Banking', 'Transfers']]",1
3706,"[['Banking', 'Savings']]",1
3708,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3710,"[['Finance', 'Forex']]",1
3711,"[['Finance', 'Loans']]",1
3713,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",2
3714,"[['Finance', 'Loans']]",1
3715,"[['Finance', 'Stock Market'], ['Banking', 'Account Opening']]",3
3716,"[['Finance', 'Loans']]",1
3718,"[['Finance', 'Forex']]",2
3719,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3721,"[['Finance', 'Stock Market']]",1
3722,"[['Finance', 'Loans']]",1
3725,"[['Finance', 'Loans']]",1
3726,"[['Finance', 'Stock Market']]",1
3727,"[['Finance', 'Loans']]",1
3728,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3729,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3730,"[['Finance', 'Forex']]",1
3732,"[['Banking', 'Transfers']]",1
3733,"[['Finance', 'Loans']]",1
3734,"[['Finance', 'Forex']]",2
3735,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3736,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3738,"[['Finance', 'Loans']]",2
3741,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",4
3742,"[['Finance', 'Loans']]",2
3743,"[['Finance', 'Stock Market']]",1
3744,"[['Finance', 'Stock Market']]",2
3745,"[['Finance', 'Forex'], ['Banking', 'Transfers']]",3
3746,"[['Finance', 'Loans'], ['Banking', 'Account Opening'], ['Banking', 'Transfers']]",4
3748,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3749,"[['Finance', 'Stock Market'], ['Banking', 'Transfers']]",3
3750,"[['Finance', 'Loans']]",1
3753,"[['Finance', 'Loans']]",2
3754,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
3755,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
3756,"[['Finance', 'Stock Market']]",2
3757,"[['Finance', 'Forex']]",1
3759,"[['Finance', 'Loans'], ['Banking', 'Account Opening']]",3
3760,"[['Finance', 'Stock Market']]",1
3761,"[['Banking', 'Account Opening']]",1
3764,"[['Banking', 'Savings']]",1
3765,"[['Banking', 'Account Opening']]",1
3767,"[['Banking', 'Savings']]",1
3768,"[['Finance', 'Forex']]",2
3769,"[['Finance', 'Stock Market']]",2
3770,"[['Finance', 'Forex']]",1
3771,"[['Finance', 'Forex']]",1
3775,"[['Finance', 'Loans']]",1
3776,"[['Finance', 'Forex']]",2
3777,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3779,"[['Finance', 'Stock Market']]",1
3780,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3782,"[['Finance', 'Forex']]",1
3784,"[['Banking', 'Transfers']]",1
3786,"[['Finance', 'Forex']]",1
3787,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3789,"[['Banking', 'Account Opening']]",1
3792,"[['Finance', 'Loans']]",1
3793,"[['Finance', 'Loans']]",1
3797,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
3800,"[['Finance', 'Loans']]",1
3802,"[['Banking', 'Savings']]",1
3803,"[['Finance', 'Stock Market']]",1
3804,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
3805,"[['Finance', 'Loans']]",1
3806,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3810,"[['Finance', 'Stock Market'], ['Finance', 'Forex'], ['Finance', 'Loans']]",4
3812,"[['Finance', 'Loans'], ['Banking', 'Transfers']]",4
3813,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
3814,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
3816,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3817,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3818,"[['Finance', 'Loans']]",1
3819,"[['Finance', 'Forex']]",2
3822,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
3823,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3825,"[['Finance', 'Forex']]",1
3826,"[['Finance', 'Loans']]",2
3828,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3830,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3831,"[['Finance', 'Forex']]",1
3835,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3836,"[['Banking', 'Transfers']]",1
3837,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3838,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3841,"[['Finance', 'Forex']]",1
3842,"[['Banking', 'Savings']]",1
3844,"[['Banking', 'Account Opening']]",1
3845,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3847,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
3848,"[['Finance', 'Forex']]",1
3849,"[['Finance', 'Forex']]",1
3851,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3852,"[['Finance', 'Loans'], ['Banking', 'Savings']]",3
3853,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3854,"[['Banking', 'Transfers']]",1
3857,"[['Finance', 'Stock Market']]",1
3859,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",2
3860,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
3861,"[['Finance', 'Stock Market']]",1
3862,"[['Banking', 'Savings']]",1
