customernumber,notification_id,response_time,response_type
3700,2412,19,opened
3097,2413,22,dismissed
6745,2414,51,dismissed
5446,2415,56,opened
2973,2416,3,opened
2050,2417,52,ignored
8154,2418,39,opened
3909,2419,24,opened
6007,2420,18,opened
2052,2421,17,opened
3195,2422,36,ignored
7949,2423,1,opened
5211,2424,2,ignored
6156,2425,10,dismissed
4369,2426,43,ignored
5913,2427,12,dismissed
6280,2428,14,ignored
6223,2429,39,ignored
9919,2430,7,opened
9052,2431,52,dismissed
8999,2432,3,opened
6871,2433,52,ignored
7900,2434,28,dismissed
7650,2435,4,ignored
6974,2436,54,opened
2808,2437,19,ignored
3738,2438,5,dismissed
6026,2439,8,ignored
5940,2440,32,dismissed
7474,2441,52,ignored
2924,2442,7,ignored
9713,2443,49,dismissed
1232,2444,27,opened
9925,2445,53,opened
7470,2446,58,ignored
6712,2447,15,dismissed
7391,2448,10,dismissed
7114,2449,16,ignored
6118,2450,50,dismissed
2408,2451,44,ignored
7533,2452,35,dismissed
9666,2453,3,ignored
5532,2454,20,ignored
7791,2455,37,ignored
6434,2456,34,dismissed
5013,2457,46,dismissed
6621,2458,40,dismissed
3493,2459,3,ignored
6166,2460,22,dismissed
7705,2461,16,opened
1326,2462,6,opened
1737,2463,54,ignored
2260,2464,21,ignored
5619,2465,20,opened
2738,2466,21,dismissed
6595,2467,13,ignored
5857,2468,8,ignored
1748,2469,50,ignored
7075,2470,47,opened
4425,2471,39,dismissed
2369,2472,25,dismissed
6368,2473,30,dismissed
7120,2474,39,ignored
9085,2475,17,dismissed
9759,2476,6,ignored
3480,2477,32,opened
5190,2478,34,dismissed
3533,2479,26,ignored
5148,2480,43,dismissed
8914,2481,60,dismissed
9592,2482,16,dismissed
4219,2483,39,dismissed
1545,2484,11,dismissed
6210,2485,58,dismissed
7359,2486,12,dismissed
3899,2487,56,dismissed
3984,2488,54,dismissed
4798,2489,37,opened
1382,2490,23,dismissed
4323,2491,37,opened
1605,2492,29,opened
5679,2493,10,dismissed
9854,2494,1,dismissed
3116,2495,40,dismissed
2120,2496,23,opened
7398,2497,2,ignored
7008,2498,35,opened
4713,2499,31,ignored
1619,2500,59,ignored
1415,2501,30,dismissed
5304,2502,57,opened
7103,2503,8,dismissed
1284,2504,47,ignored
5365,2505,35,ignored
7519,2506,22,ignored
4264,2507,56,dismissed
4395,2508,50,dismissed
2460,2509,14,opened
3775,2510,44,opened
6717,2511,26,ignored
7030,2512,39,dismissed
3765,2513,25,ignored
1942,2514,6,dismissed
8090,2515,44,opened
1892,2516,47,dismissed
9270,2517,48,opened
7160,2518,27,ignored
6155,2519,44,dismissed
4689,2520,24,opened
1545,2521,21,dismissed
6073,2522,41,dismissed
3765,2523,47,ignored
2193,2524,27,ignored
8302,2525,10,dismissed
8513,2526,13,dismissed
3759,2527,43,dismissed
7026,2528,31,ignored
9845,2529,15,ignored
9599,2530,57,dismissed
9988,2531,48,opened
3509,2532,34,ignored
1886,2533,35,opened
1019,2534,30,opened
7345,2535,36,opened
8843,2536,25,dismissed
3873,2537,19,dismissed
8991,2538,40,ignored
5653,2539,23,dismissed
4223,2540,7,dismissed
7447,2541,38,dismissed
8629,2542,54,opened
6135,2543,26,dismissed
3481,2544,40,opened
7943,2545,53,ignored
9780,2546,54,opened
8888,2547,36,ignored
3183,2548,16,dismissed
5860,2549,14,ignored
3871,2550,60,ignored
3646,2551,37,opened
3144,2552,42,opened
1106,2553,43,dismissed
8479,2554,53,opened
8767,2555,18,ignored
9879,2556,40,opened
7653,2557,22,opened
7231,2558,8,ignored
9825,2559,13,dismissed
7111,2560,53,dismissed
9686,2561,60,opened
4690,2562,57,ignored
2829,2563,60,ignored
8259,2564,43,dismissed
3364,2565,15,ignored
8132,2566,59,ignored
1404,2567,8,ignored
2732,2568,57,opened
5233,2569,53,opened
9646,2570,9,dismissed
7907,2571,20,dismissed
1281,2572,4,opened
2725,2573,49,dismissed
4814,2574,32,opened
6638,2575,22,ignored
3005,2576,20,dismissed
7067,2577,14,ignored
7252,2578,7,dismissed
3381,2579,41,ignored
2990,2580,33,ignored
9361,2581,14,dismissed
5182,2582,10,ignored
8384,2583,60,dismissed
7529,2584,40,opened
5223,2585,7,dismissed
8779,2586,16,ignored
6570,2587,20,dismissed
6651,2588,60,opened
2574,2589,43,ignored
1647,2590,57,ignored
8882,2591,8,opened
4503,2592,48,opened
1377,2593,51,ignored
8534,2594,31,ignored
5495,2595,16,ignored
8204,2596,29,opened
6101,2597,21,ignored
6327,2598,48,opened
4381,2599,21,ignored
4951,2600,11,dismissed
9934,2601,3,dismissed
1577,2602,18,ignored
8115,2603,51,ignored
2238,2604,32,opened
5790,2605,38,dismissed
5788,2606,7,opened
3524,2607,15,ignored
7447,2608,45,dismissed
4133,2609,28,ignored
8797,2610,60,opened
2082,2611,60,opened
9211,2612,1,dismissed
8539,2613,50,opened
1348,2614,55,ignored
8442,2615,2,ignored
6799,2616,41,ignored
6496,2617,1,dismissed
6626,2618,5,ignored
3952,2619,25,opened
9716,2620,39,opened
2030,2621,16,dismissed
6248,2622,51,ignored
7682,2623,39,ignored
5895,2624,53,opened
3480,2625,49,ignored
2304,2626,38,dismissed
5756,2627,42,ignored
1491,2628,38,ignored
2986,2629,53,dismissed
1736,2630,46,ignored
6325,2631,31,dismissed
4511,2632,48,dismissed
8546,2633,44,dismissed
9293,2634,34,dismissed
8683,2635,40,opened
5984,2636,46,ignored
5646,2637,55,ignored
3670,2638,23,opened
1122,2639,26,opened
7392,2640,54,opened
8204,2641,48,dismissed
6580,2642,45,dismissed
7000,2643,49,dismissed
6893,2644,9,dismissed
9385,2645,28,dismissed
7888,2646,56,dismissed
8423,2647,1,dismissed
8990,2648,38,opened
5426,2649,8,dismissed
5906,2650,2,ignored
4002,2651,33,opened
3990,2652,45,ignored
4576,2653,9,ignored
4526,2654,23,dismissed
5662,2655,3,dismissed
8737,2656,21,opened
5044,2657,59,opened
8065,2658,24,ignored
6488,2659,11,dismissed
8204,2660,11,dismissed
1418,2661,11,dismissed
6119,2662,37,opened
4504,2663,31,ignored
1081,2664,45,dismissed
9890,2665,46,dismissed
9100,2666,33,ignored
3057,2667,40,opened
9664,2668,7,opened
2197,2669,15,ignored
6585,2670,5,dismissed
4134,2671,20,ignored
4018,2672,24,opened
3347,2673,32,dismissed
5169,2674,4,ignored
1760,2675,40,dismissed
2878,2676,23,opened
8615,2677,35,opened
4510,2678,15,opened
2197,2679,9,dismissed
6909,2680,21,opened
9464,2681,38,ignored
2267,2682,19,dismissed
6875,2683,23,dismissed
8343,2684,50,opened
5214,2685,25,opened
9604,2686,32,ignored
3282,2687,57,dismissed
1003,2688,19,dismissed
2992,2689,48,ignored
3922,2690,55,ignored
1345,2691,27,opened
2219,2692,13,opened
6100,2693,15,ignored
3555,2694,24,dismissed
5816,2695,35,ignored
1726,2696,24,dismissed
1905,2697,19,opened
5047,2698,29,dismissed
5461,2699,32,dismissed
8924,2700,39,dismissed
5730,2701,42,opened
2058,2702,11,ignored
5286,2703,54,dismissed
7110,2704,58,ignored
4896,2705,48,dismissed
7941,2706,31,dismissed
9241,2707,21,ignored
3791,2708,24,dismissed
2745,2709,44,ignored
1827,2710,28,ignored
3679,2711,1,ignored
1021,2712,41,dismissed
9134,2713,33,ignored
3831,2714,5,dismissed
8046,2715,18,dismissed
2908,2716,28,ignored
9835,2717,26,dismissed
7898,2718,54,opened
2437,2719,40,opened
3789,2720,40,opened
9506,2721,39,ignored
8196,2722,23,ignored
9683,2723,33,opened
5281,2724,39,ignored
5651,2725,32,ignored
5333,2726,11,dismissed
9312,2727,25,dismissed
5809,2728,26,opened
3404,2729,34,dismissed
6852,2730,11,dismissed
9686,2731,35,opened
2792,2732,2,opened
7185,2733,40,dismissed
9851,2734,34,opened
6858,2735,14,ignored
6344,2736,55,dismissed
4057,2737,32,opened
8404,2738,14,opened
6006,2739,52,dismissed
2606,2740,52,ignored
4431,2741,9,opened
1110,2742,39,dismissed
6857,2743,58,opened
4587,2744,5,ignored
4301,2745,60,dismissed
4273,2746,5,opened
9190,2747,19,dismissed
8752,2748,24,opened
1667,2749,2,dismissed
7851,2750,50,opened
8295,2751,50,ignored
5629,2752,30,ignored
6791,2753,8,opened
6665,2754,1,opened
5402,2755,26,ignored
7276,2756,39,dismissed
8015,2757,7,ignored
4396,2758,2,opened
9394,2759,30,dismissed
7464,2760,19,dismissed
1893,2761,49,ignored
5292,2762,36,ignored
9659,2763,10,dismissed
5289,2764,15,dismissed
6509,2765,42,ignored
7277,2766,37,ignored
6506,2767,36,ignored
9137,2768,2,opened
6631,2769,34,ignored
9532,2770,4,ignored
5426,2771,27,dismissed
7227,2772,48,opened
9554,2773,60,ignored
2992,2774,55,dismissed
2706,2775,48,ignored
5493,2776,45,ignored
8019,2777,46,dismissed
3891,2778,30,dismissed
9539,2779,40,dismissed
8689,2780,54,opened
7109,2781,4,opened
9360,2782,31,opened
8381,2783,21,opened
2975,2784,30,dismissed
9230,2785,25,ignored
9642,2786,29,ignored
7950,2787,11,dismissed
9810,2788,43,ignored
2057,2789,42,opened
6961,2790,42,dismissed
4641,2791,43,opened
8093,2792,52,opened
4013,2793,38,opened
6551,2794,25,ignored
4779,2795,48,dismissed
7092,2796,39,dismissed
4501,2797,8,ignored
7955,2798,23,dismissed
1070,2799,19,dismissed
8213,2800,35,opened
1873,2801,21,opened
3365,2802,6,dismissed
4825,2803,19,dismissed
6486,2804,26,dismissed
3478,2805,52,opened
6800,2806,47,opened
2351,2807,35,opened
4140,2808,42,dismissed
9541,2809,8,ignored
4108,2810,18,opened
8644,2811,38,dismissed
8775,2812,56,dismissed
4151,2813,30,ignored
6604,2814,44,opened
7149,2815,13,opened
7122,2816,55,ignored
8169,2817,21,opened
5305,2818,5,dismissed
5173,2819,42,dismissed
2977,2820,32,ignored
6421,2821,12,ignored
1829,2822,53,ignored
8797,2823,13,opened
5684,2824,48,dismissed
9927,2825,22,opened
4882,2826,26,dismissed
4550,2827,6,opened
2703,2828,9,ignored
5007,2829,56,dismissed
2657,2830,56,dismissed
8620,2831,12,ignored
1484,2832,14,opened
7237,2833,56,dismissed
3410,2834,55,opened
9499,2835,55,ignored
6236,2836,58,opened
4503,2837,30,dismissed
6808,2838,38,dismissed
8061,2839,3,ignored
7410,2840,16,opened
1945,2841,24,ignored
1046,2842,49,ignored
4419,2843,30,opened
5423,2844,31,opened
7349,2845,57,dismissed
3718,2846,58,opened
6865,2847,3,ignored
5967,2848,53,opened
6359,2849,38,ignored
8721,2850,11,ignored
6082,2851,15,dismissed
3937,2852,4,dismissed
5742,2853,38,opened
7342,2854,24,opened
2532,2855,17,dismissed
1332,2856,51,opened
7915,2857,18,opened
4362,2858,39,opened
4007,2859,46,dismissed
8955,2860,34,dismissed
9379,2861,18,ignored
8759,2862,6,dismissed
6996,2863,43,dismissed
4160,2864,35,dismissed
8103,2865,28,dismissed
2041,2866,58,opened
7723,2867,22,dismissed
5377,2868,7,ignored
8817,2869,57,dismissed
2931,2870,13,ignored
3434,2871,42,ignored
5911,2872,5,ignored
2517,2873,39,dismissed
7466,2874,37,ignored
9948,2875,31,dismissed
1361,2876,25,opened
1047,2877,60,ignored
7210,2878,42,dismissed
4958,2879,1,opened
4740,2880,19,opened
5252,2881,13,opened
6709,2882,42,dismissed
3646,2883,7,opened
4000,2884,51,opened
7544,2885,33,opened
3532,2886,2,ignored
5535,2887,52,opened
3461,2888,23,opened
3513,2889,47,ignored
5761,2890,36,ignored
3643,2891,53,ignored
1730,2892,34,opened
6411,2893,2,opened
1980,2894,38,dismissed
6120,2895,11,opened
8560,2896,9,opened
1618,2897,5,opened
5044,2898,47,opened
2806,2899,16,dismissed
9857,2900,14,opened
6528,2901,16,dismissed
3468,2902,10,opened
2441,2903,58,dismissed
5305,2904,24,ignored
2458,2905,4,ignored
1747,2906,60,dismissed
3305,2907,12,opened
3697,2908,29,ignored
5580,2909,16,opened
9591,2910,38,dismissed
8920,2911,5,dismissed
5493,2912,31,ignored
1730,2913,17,opened
7716,2914,33,ignored
5155,2915,50,dismissed
6340,2916,54,ignored
4794,2917,37,ignored
3072,2918,48,ignored
9554,2919,11,ignored
2683,2920,33,dismissed
1072,2921,38,dismissed
9243,2922,44,opened
7757,2923,59,ignored
7567,2924,2,ignored
3624,2925,36,opened
5803,2926,6,dismissed
6896,2927,49,opened
3522,2928,33,opened
1657,2929,34,opened
6275,2930,7,dismissed
8893,2931,10,opened
4724,2932,18,dismissed
9124,2933,26,dismissed
7100,2934,31,dismissed
9627,2935,48,ignored
1101,2936,53,opened
1641,2937,52,dismissed
8271,2938,8,opened
2075,2939,51,ignored
4473,2940,47,dismissed
1330,2941,40,opened
9450,2942,30,dismissed
3177,2943,31,opened
9931,2944,17,dismissed
6179,2945,40,opened
1044,2946,46,dismissed
5888,2947,11,ignored
8423,2948,24,opened
1914,2949,50,opened
9143,2950,17,dismissed
1388,2951,54,ignored
1923,2952,52,ignored
4769,2953,31,ignored
8875,2954,14,ignored
4162,2955,35,ignored
6946,2956,8,opened
7572,2957,43,opened
4923,2958,11,ignored
7675,2959,18,ignored
3562,2960,42,opened
6706,2961,8,ignored
4056,2962,1,ignored
9878,2963,18,ignored
6172,2964,28,dismissed
5159,2965,48,dismissed
6125,2966,9,ignored
4485,2967,28,dismissed
3491,2968,47,dismissed
5254,2969,52,opened
7401,2970,19,dismissed
1607,2971,14,opened
2543,2972,35,dismissed
2980,2973,51,dismissed
8083,2974,52,opened
3790,2975,17,dismissed
6654,2976,19,opened
8459,2977,21,ignored
4506,2978,54,opened
6534,2979,38,opened
7088,2980,12,ignored
2611,2981,43,dismissed
8400,2982,12,ignored
2985,2983,55,ignored
3101,2984,4,dismissed
5614,2985,9,ignored
8898,2986,15,dismissed
9721,2987,10,ignored
9281,2988,32,opened
5067,2989,39,opened
9865,2990,18,opened
3885,2991,53,opened
9520,2992,43,opened
6764,2993,2,ignored
1918,2994,59,opened
9377,2995,20,ignored
1830,2996,55,opened
7304,2997,29,dismissed
1838,2998,18,ignored
9287,2999,44,dismissed
6582,3000,52,ignored
4995,3001,11,opened
2717,3002,40,dismissed
6114,3003,43,opened
8912,3004,4,dismissed
4782,3005,7,opened
2927,3006,15,dismissed
2129,3007,56,ignored
9447,3008,36,dismissed
9530,3009,16,ignored
8889,3010,37,ignored
9389,3011,12,dismissed
1718,3012,35,ignored
5154,3013,39,opened
8472,3014,25,opened
2573,3015,8,dismissed
2395,3016,33,opened
6927,3017,59,opened
5911,3018,24,dismissed
4866,3019,45,dismissed
8266,3020,40,ignored
3046,3021,2,opened
2248,3022,35,dismissed
5773,3023,23,opened
4125,3024,47,ignored
2557,3025,37,opened
3603,3026,1,dismissed
2923,3027,58,dismissed
2213,3028,33,dismissed
7113,3029,4,dismissed
2451,3030,16,dismissed
2134,3031,46,ignored
6799,3032,44,dismissed
3783,3033,47,opened
3682,3034,38,ignored
9938,3035,29,dismissed
6564,3036,2,opened
1333,3037,31,ignored
1853,3038,42,ignored
7402,3039,39,opened
4430,3040,4,dismissed
7791,3041,49,dismissed
9145,3042,34,ignored
6044,3043,50,opened
6540,3044,35,dismissed
3038,3045,27,ignored
3223,3046,28,opened
9565,3047,47,opened
8552,3048,19,ignored
5507,3049,47,ignored
6962,3050,5,opened
1420,3051,48,ignored
3470,3052,57,opened
2172,3053,29,opened
2338,3054,51,ignored
2599,3055,14,ignored
4869,3056,39,opened
9106,3057,28,opened
1671,3058,30,opened
8909,3059,15,opened
6115,3060,17,ignored
5004,3061,31,ignored
7814,3062,29,dismissed
1120,3063,30,opened
2040,3064,58,ignored
7126,3065,3,ignored
5517,3066,36,opened
9000,3067,35,dismissed
6703,3068,37,opened
7498,3069,40,ignored
5331,3070,19,ignored
3016,3071,23,opened
9610,3072,26,ignored
3986,3073,31,opened
6751,3074,33,dismissed
8528,3075,42,dismissed
3537,3076,28,dismissed
5166,3077,31,ignored
4141,3078,30,opened
4184,3079,38,ignored
1380,3080,54,dismissed
4037,3081,46,ignored
4836,3082,5,opened
4094,3083,12,ignored
1889,3084,26,dismissed
1503,3085,60,ignored
5381,3086,47,dismissed
9416,3087,7,dismissed
4311,3088,50,opened
7640,3089,22,opened
2979,3090,5,opened
7474,3091,46,dismissed
6006,3092,18,ignored
6959,3093,52,dismissed
8615,3094,57,dismissed
6158,3095,29,ignored
2344,3096,22,ignored
8758,3097,42,opened
9091,3098,1,ignored
1534,3099,5,opened
5311,3100,45,dismissed
1113,3101,8,dismissed
9990,3102,45,ignored
3052,3103,3,opened
9247,3104,10,opened
1423,3105,53,opened
4197,3106,44,ignored
4601,3107,22,ignored
5692,3108,39,dismissed
7816,3109,54,ignored
3243,3110,30,opened
6961,3111,33,dismissed
7142,3112,21,opened
8294,3113,33,dismissed
6254,3114,54,ignored
7665,3115,50,opened
2122,3116,54,opened
2576,3117,25,ignored
4620,3118,30,dismissed
7689,3119,20,opened
4511,3120,42,ignored
9267,3121,48,opened
3725,3122,24,opened
6951,3123,38,ignored
1701,3124,1,dismissed
7583,3125,8,dismissed
3720,3126,19,opened
9647,3127,45,ignored
4995,3128,20,ignored
8961,3129,33,dismissed
3307,3130,49,opened
3829,3131,46,ignored
5189,3132,24,opened
6818,3133,42,dismissed
4635,3134,57,dismissed
8869,3135,10,opened
5089,3136,45,ignored
5019,3137,37,dismissed
7311,3138,41,opened
3693,3139,43,opened
4064,3140,9,ignored
3798,3141,54,dismissed
7018,3142,25,opened
3060,3143,47,dismissed
5832,3144,3,dismissed
7954,3145,38,dismissed
5905,3146,28,ignored
7272,3147,59,opened
7582,3148,22,opened
4462,3149,54,dismissed
1312,3150,47,ignored
7381,3151,53,opened
7736,3152,55,ignored
7036,3153,58,dismissed
6771,3154,37,dismissed
3857,3155,12,dismissed
4227,3156,4,ignored
9927,3157,53,dismissed
9904,3158,4,dismissed
1248,3159,50,dismissed
5666,3160,32,dismissed
4715,3161,3,dismissed
9587,3162,50,opened
7266,3163,55,dismissed
4886,3164,49,opened
4394,3165,46,dismissed
2525,3166,21,dismissed
1857,3167,37,dismissed
6692,3168,45,ignored
8750,3169,53,ignored
7551,3170,47,ignored
3437,3171,56,opened
6975,3172,53,ignored
6641,3173,34,opened
7058,3174,47,ignored
2221,3175,57,opened
7841,3176,55,dismissed
7289,3177,37,dismissed
3730,3178,43,ignored
3503,3179,8,dismissed
1983,3180,48,ignored
5926,3181,22,dismissed
8483,3182,4,dismissed
6684,3183,16,ignored
6252,3184,9,ignored
9842,3185,47,ignored
8703,3186,36,ignored
8951,3187,49,ignored
9517,3188,38,opened
1466,3189,8,ignored
1565,3190,28,opened
3956,3191,49,dismissed
1462,3192,38,dismissed
6208,3193,30,opened
7607,3194,29,opened
9639,3195,9,ignored
7821,3196,58,dismissed
2933,3197,26,ignored
3093,3198,16,ignored
3557,3199,9,opened
9965,3200,47,ignored
6862,3201,12,dismissed
3637,3202,57,ignored
5343,3203,11,dismissed
9574,3204,36,ignored
9184,3205,46,dismissed
8591,3206,36,dismissed
3548,3207,7,opened
9241,3208,2,opened
2853,3209,1,ignored
2198,3210,43,ignored
6060,3211,47,dismissed
8776,3212,40,dismissed
7673,3213,40,opened
7656,3214,53,ignored
4331,3215,55,ignored
5234,3216,54,dismissed
7873,3217,18,ignored
6626,3218,19,ignored
2306,3219,31,opened
2621,3220,31,dismissed
6105,3221,31,dismissed
1690,3222,11,dismissed
6158,3223,11,dismissed
1387,3224,42,dismissed
1525,3225,55,opened
6981,3226,17,dismissed
9299,3227,58,ignored
1709,3228,49,opened
5083,3229,37,ignored
4506,3230,30,opened
7844,3231,7,opened
7914,3232,43,dismissed
8280,3233,48,dismissed
4500,3234,12,dismissed
6790,3235,16,opened
7656,3236,8,ignored
2840,3237,10,ignored
5482,3238,40,ignored
2397,3239,56,ignored
6521,3240,47,dismissed
3411,3241,56,dismissed
7179,3242,22,ignored
2929,3243,27,ignored
8518,3244,12,ignored
4209,3245,17,dismissed
8034,3246,49,ignored
5464,3247,49,opened
5119,3248,49,ignored
1555,3249,21,dismissed
8239,3250,32,opened
1593,3251,1,opened
6656,3252,22,dismissed
5710,3253,43,dismissed
7282,3254,13,dismissed
9983,3255,23,ignored
1449,3256,40,opened
3409,3257,8,opened
4673,3258,49,ignored
7756,3259,44,opened
1048,3260,24,dismissed
7566,3261,43,ignored
9030,3262,54,ignored
9622,3263,12,dismissed
2465,3264,51,opened
7586,3265,41,ignored
8853,3266,38,opened
9049,3267,50,ignored
8718,3268,35,opened
2137,3269,19,ignored
7877,3270,27,ignored
9135,3271,7,opened
7433,3272,1,opened
9876,3273,34,ignored
4351,3274,3,opened
2897,3275,16,opened
8285,3276,42,ignored
3400,3277,5,dismissed
9953,3278,34,opened
5662,3279,60,opened
2754,3280,47,ignored
5791,3281,14,opened
8833,3282,11,opened
1116,3283,11,opened
6829,3284,13,ignored
3144,3285,1,dismissed
5867,3286,60,ignored
8668,3287,60,ignored
2415,3288,20,ignored
5159,3289,9,dismissed
4182,3290,31,dismissed
2870,3291,20,opened
4188,3292,31,ignored
9482,3293,54,opened
6180,3294,30,ignored
2217,3295,16,opened
3950,3296,39,opened
9072,3297,17,opened
2718,3298,18,dismissed
3314,3299,28,dismissed
3010,3300,10,opened
8254,3301,24,dismissed
8736,3302,4,ignored
2665,3303,10,ignored
7501,3304,33,dismissed
4936,3305,50,dismissed
8600,3306,41,ignored
2343,3307,41,opened
9706,3308,9,dismissed
5106,3309,41,ignored
1228,3310,13,opened
4835,3311,47,dismissed
3589,3312,37,ignored
2461,3313,10,dismissed
7406,3314,51,opened
8734,3315,1,opened
7115,3316,42,dismissed
3222,3317,19,ignored
7221,3318,34,ignored
9085,3319,38,opened
6353,3320,14,opened
4841,3321,35,opened
3385,3322,22,opened
2467,3323,59,dismissed
6257,3324,4,opened
6082,3325,32,ignored
2175,3326,42,ignored
1108,3327,30,dismissed
5405,3328,16,ignored
5396,3329,30,ignored
8576,3330,33,opened
3582,3331,46,ignored
3023,3332,35,opened
6572,3333,38,dismissed
8281,3334,16,dismissed
9995,3335,59,dismissed
7219,3336,38,opened
4054,3337,58,ignored
2075,3338,48,dismissed
8585,3339,2,opened
9221,3340,54,dismissed
1676,3341,6,dismissed
1092,3342,26,ignored
5152,3343,41,dismissed
5456,3344,56,dismissed
3728,3345,23,dismissed
9531,3346,25,opened
4761,3347,53,dismissed
8731,3348,3,opened
8098,3349,13,ignored
6166,3350,23,ignored
9780,3351,50,opened
9442,3352,21,opened
1587,3353,39,opened
2916,3354,39,opened
2140,3355,50,ignored
6370,3356,57,ignored
6169,3357,30,ignored
2043,3358,47,opened
9050,3359,13,opened
4163,3360,34,opened
5666,3361,4,dismissed
2451,3362,21,ignored
1189,3363,51,ignored
6517,3364,42,ignored
3771,3365,58,ignored
2307,3366,30,ignored
3735,3367,14,opened
5674,3368,40,ignored
3164,3369,54,ignored
1874,3370,20,dismissed
6097,3371,16,dismissed
8304,3372,14,opened
1815,3373,10,ignored
3107,3374,58,ignored
7881,3375,19,dismissed
5134,3376,43,ignored
2710,3377,47,dismissed
1218,3378,45,ignored
2705,3379,8,ignored
2293,3380,24,dismissed
3038,3381,4,dismissed
3629,3382,11,ignored
1832,3383,37,ignored
1856,3384,26,dismissed
8664,3385,49,dismissed
8612,3386,1,ignored
6749,3387,53,ignored
3611,3388,28,opened
3892,3389,58,ignored
9839,3390,1,ignored
5804,3391,21,dismissed
4917,3392,38,ignored
5703,3393,3,dismissed
7414,3394,49,opened
7249,3395,10,opened
5087,3396,50,opened
2879,3397,15,dismissed
4748,3398,1,opened
1487,3399,36,opened
7793,3400,57,ignored
2119,3401,34,dismissed
6591,3402,6,ignored
4398,3403,11,dismissed
4626,3404,22,dismissed
6003,3405,19,ignored
2483,3406,35,ignored
7535,3407,19,opened
8120,3408,39,opened
1042,3409,42,dismissed
6089,3410,32,ignored
9131,3411,44,ignored
7218,3412,49,ignored
2633,3413,20,dismissed
5071,3414,51,dismissed
3908,3415,48,dismissed
9587,3416,53,dismissed
3236,3417,33,ignored
8971,3418,58,ignored
9749,3419,37,opened
6172,3420,10,dismissed
5538,3421,46,ignored
5358,3422,5,opened
3066,3423,35,opened
9604,3424,52,dismissed
8124,3425,47,opened
4032,3426,16,dismissed
1422,3427,56,dismissed
9592,3428,49,opened
1188,3429,1,ignored
5379,3430,6,dismissed
1390,3431,7,dismissed
6063,3432,50,ignored
7797,3433,13,dismissed
4056,3434,53,opened
9491,3435,32,dismissed
5166,3436,44,opened
8703,3437,6,ignored
4927,3438,2,opened
3220,3439,38,dismissed
4358,3440,12,dismissed
8250,3441,2,dismissed
5873,3442,39,opened
2279,3443,9,dismissed
3456,3444,26,dismissed
6899,3445,29,ignored
9259,3446,49,ignored
9260,3447,44,dismissed
9473,3448,41,opened
1144,3449,34,opened
4647,3450,45,opened
3385,3451,58,opened
5046,3452,41,opened
2900,3453,2,dismissed
3486,3454,35,dismissed
2150,3455,30,dismissed
6330,3456,53,dismissed
2367,3457,50,opened
6585,3458,47,opened
1778,3459,49,dismissed
6598,3460,35,ignored
9724,3461,9,opened
4153,3462,58,opened
1398,3463,34,dismissed
5146,3464,17,ignored
5808,3465,2,opened
8824,3466,33,dismissed
5684,3467,17,dismissed
5082,3468,16,opened
2297,3469,33,dismissed
8002,3470,8,ignored
8365,3471,43,ignored
2653,3472,27,dismissed
7843,3473,31,opened
2043,3474,56,dismissed
8323,3475,13,opened
5068,3476,8,ignored
2116,3477,50,ignored
1035,3478,8,ignored
9194,3479,17,opened
3891,3480,20,ignored
2852,3481,5,dismissed
5847,3482,15,opened
5859,3483,34,ignored
3892,3484,49,dismissed
1857,3485,35,opened
5131,3486,4,ignored
6570,3487,24,opened
1152,3488,31,dismissed
3102,3489,4,opened
8877,3490,16,opened
9096,3491,46,dismissed
9541,3492,51,dismissed
3420,3493,45,ignored
4106,3494,16,ignored
9283,3495,13,opened
3106,3496,9,opened
1035,3497,26,ignored
2346,3498,17,dismissed
5037,3499,10,opened
9571,3500,19,ignored
6786,3501,57,ignored
6632,3502,16,dismissed
4214,3503,45,dismissed
2276,3504,27,opened
7246,3505,34,dismissed
2998,3506,27,opened
8997,3507,6,dismissed
2434,3508,39,ignored
5646,3509,48,dismissed
1087,3510,49,dismissed
2436,3511,51,ignored
5930,3512,53,ignored
4542,3513,17,dismissed
8473,3514,38,opened
2768,3515,54,opened
1082,3516,52,ignored
3274,3517,18,opened
2040,3518,51,opened
3583,3519,14,opened
8880,3520,57,opened
5161,3521,55,ignored
5421,3522,36,ignored
6352,3523,3,dismissed
5267,3524,43,dismissed
5845,3525,56,ignored
7137,3526,6,opened
4204,3527,1,opened
4852,3528,58,dismissed
3948,3529,12,ignored
7294,3530,58,ignored
8929,3531,6,opened
2271,3532,7,opened
9039,3533,4,ignored
4320,3534,51,ignored
8039,3535,32,dismissed
6436,3536,28,ignored
8282,3537,58,ignored
4013,3538,41,dismissed
7867,3539,45,opened
5084,3540,2,opened
4971,3541,6,opened
8522,3542,59,ignored
1975,3543,56,opened
8944,3544,31,opened
2591,3545,45,opened
9842,3546,4,ignored
7630,3547,56,opened
1663,3548,1,dismissed
4747,3549,45,dismissed
2069,3550,30,opened
6406,3551,30,ignored
7580,3552,48,dismissed
4711,3553,4,dismissed
4023,3554,34,ignored
1820,3555,51,dismissed
8253,3556,21,ignored
4187,3557,22,opened
2674,3558,17,dismissed
3530,3559,59,opened
3211,3560,21,ignored
6478,3561,4,ignored
1994,3562,47,ignored
3059,3563,42,ignored
9466,3564,55,ignored
5536,3565,55,dismissed
6631,3566,38,opened
6157,3567,19,dismissed
6808,3568,5,ignored
4629,3569,54,opened
8007,3570,59,ignored
2721,3571,36,ignored
6558,3572,39,opened
3102,3573,29,ignored
