customernumber,Top Categories,Total Interactions
3460,"[['Finance', 'Stock Market'], ['Finance', 'Forex'], ['Finance', 'Loans']]",4
3461,"[['Finance', 'Forex']]",2
3462,"[['Finance', 'Loans']]",1
3463,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",2
3464,"[['Finance', 'Loans']]",1
3465,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
3467,"[['Banking', 'Transfers']]",1
3469,"[['Finance', 'Forex']]",1
3470,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3474,"[['Banking', 'Savings']]",1
3475,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
3477,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
3482,"[['Finance', 'Forex']]",2
3483,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3484,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3485,"[['Finance', 'Loans']]",1
3486,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3487,"[['Banking', 'Account Opening']]",1
3489,"[['Finance', 'Stock Market']]",1
3490,"[['Finance', 'Forex']]",1
3492,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",3
3494,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",4
3496,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3497,"[['Finance', 'Loans']]",1
3498,"[['Finance', 'Stock Market']]",1
3499,"[['Finance', 'Loans'], ['Banking', 'Savings']]",3
3500,"[['Finance', 'Forex']]",1
3501,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3502,"[['Finance', 'Forex']]",1
3507,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
3510,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
3511,"[['Banking', 'Savings']]",1
3512,"[['Finance', 'Stock Market']]",1
3514,"[['Finance', 'Loans']]",1
3515,"[['Finance', 'Stock Market']]",2
3516,"[['Finance', 'Stock Market'], ['Finance', 'Loans']]",3
3517,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3518,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market'], ['Finance', 'Forex']]",5
3520,"[['Finance', 'Stock Market']]",2
3521,"[['Finance', 'Stock Market']]",1
3524,"[['Finance', 'Loans']]",1
3525,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
3526,"[['Finance', 'Loans']]",1
3528,"[['Finance', 'Forex']]",1
3529,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3530,"[['Finance', 'Forex'], ['Banking', 'Savings']]",3
3531,"[['Banking', 'Transfers']]",1
3532,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
3533,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3536,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3538,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
3540,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3541,"[['Banking', 'Transfers']]",1
3542,"[['Finance', 'Stock Market']]",1
3543,"[['Finance', 'Forex']]",1
3546,"[['Finance', 'Loans']]",1
3547,"[['Finance', 'Loans']]",2
3550,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",4
3551,"[['Finance', 'Forex']]",2
3552,"[['Finance', 'Loans']]",1
3553,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
3557,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3558,"[['Finance', 'Loans']]",1
3561,"[['Finance', 'Forex']]",2
3563,"[['Finance', 'Forex']]",1
3564,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3565,"[['Banking', 'Savings']]",1
3568,"[['Banking', 'Account Opening']]",1
3571,"[['Finance', 'Forex']]",1
3572,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
3574,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3575,"[['Finance', 'Loans']]",1
3576,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3577,"[['Finance', 'Stock Market']]",1
3578,"[['Finance', 'Forex']]",1
3579,"[['Finance', 'Stock Market'], ['Finance', 'Forex']]",3
3580,"[['Finance', 'Loans']]",2
3582,"[['Finance', 'Forex']]",1
3583,"[['Banking', 'Savings'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
3584,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
3585,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3586,"[['Banking', 'Transfers']]",1
3587,"[['Finance', 'Loans']]",1
3588,"[['Finance', 'Forex']]",1
3589,"[['Banking', 'Account Opening']]",1
3590,"[['Finance', 'Stock Market']]",1
3593,"[['Finance', 'Loans']]",1
3594,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
3595,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3597,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3598,"[['Finance', 'Forex'], ['Banking', 'Savings']]",3
3599,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
3600,"[['Banking', 'Account Opening'], ['Banking', 'Savings']]",2
3603,"[['Finance', 'Loans']]",1
3605,"[['Finance', 'Loans']]",1
3606,"[['Banking', 'Account Opening'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",3
3607,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
3610,"[['Banking', 'Account Opening']]",1
3612,"[['Finance', 'Forex']]",1
3616,"[['Banking', 'Transfers']]",1
3617,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3619,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3620,"[['Finance', 'Stock Market']]",1
3622,"[['Banking', 'Account Opening']]",1
3623,"[['Banking', 'Transfers']]",2
3624,"[['Finance', 'Forex']]",1
3625,"[['Banking', 'Account Opening']]",1
3626,"[['Banking', 'Transfers']]",1
3627,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
3628,"[['Finance', 'Loans']]",1
3629,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3631,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3632,"[['Finance', 'Loans']]",1
3635,"[['Banking', 'Account Opening']]",1
3637,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",3
3640,"[['Finance', 'Stock Market']]",1
3642,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
3643,"[['Finance', 'Forex']]",1
3644,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
3645,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3646,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3647,"[['Banking', 'Transfers']]",1
3648,"[['Finance', 'Forex']]",1
3649,"[['Finance', 'Forex']]",2
3650,"[['Finance', 'Loans']]",1
3651,"[['Finance', 'Loans']]",1
3652,"[['Finance', 'Forex']]",1
3656,"[['Finance', 'Loans'], ['Banking', 'Savings'], ['Finance', 'Forex']]",4
3657,"[['Finance', 'Stock Market'], ['Finance', 'Loans']]",3
3659,"[['Finance', 'Forex']]",2
3660,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3661,"[['Finance', 'Loans'], ['Banking', 'Transfers']]",3
3662,"[['Banking', 'Account Opening']]",1
3664,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3665,"[['Finance', 'Stock Market']]",1
3668,"[['Finance', 'Loans']]",1
3669,"[['Finance', 'Stock Market']]",1
3670,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
3671,"[['Finance', 'Loans']]",1
3673,"[['Finance', 'Loans']]",1
3674,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3676,"[['Finance', 'Forex']]",2
3679,"[['Finance', 'Stock Market'], ['Banking', 'Transfers'], ['Finance', 'Loans']]",4
3680,"[['Finance', 'Loans']]",1
3682,"[['Banking', 'Account Opening']]",1
3683,"[['Finance', 'Forex']]",2
3684,"[['Banking', 'Savings']]",1
3686,"[['Finance', 'Forex']]",1
3687,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3688,"[['Banking', 'Transfers']]",1
3689,"[['Finance', 'Loans']]",1
3690,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
3691,"[['Finance', 'Forex']]",2
3692,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
3693,"[['Finance', 'Forex']]",1
3695,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3698,"[['Finance', 'Forex']]",1
3700,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3701,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
3702,"[['Banking', 'Account Opening']]",1
3704,"[['Banking', 'Account Opening']]",1
3705,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3707,"[['Banking', 'Transfers']]",1
3710,"[['Finance', 'Forex']]",1
3711,"[['Finance', 'Forex']]",1
3716,"[['Finance', 'Stock Market']]",1
3717,"[['Banking', 'Transfers']]",1
3718,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
3720,"[['Finance', 'Forex']]",2
3722,"[['Banking', 'Account Opening']]",1
3724,"[['Finance', 'Forex']]",1
3725,"[['Finance', 'Forex'], ['Finance', 'Loans']]",3
3726,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3729,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3733,"[['Finance', 'Loans']]",1
3736,"[['Finance', 'Forex']]",1
3738,"[['Finance', 'Loans']]",1
3739,"[['Banking', 'Transfers']]",2
3740,"[['Banking', 'Savings']]",1
3743,"[['Finance', 'Forex']]",1
3744,"[['Finance', 'Stock Market']]",2
3745,"[['Finance', 'Stock Market'], ['Banking', 'Savings']]",4
3746,"[['Finance', 'Loans']]",2
3747,"[['Finance', 'Loans']]",1
3749,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3750,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3751,"[['Finance', 'Stock Market']]",1
3753,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3755,"[['Finance', 'Forex']]",1
3756,"[['Finance', 'Forex']]",1
3759,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3760,"[['Finance', 'Loans']]",1
3761,"[['Finance', 'Forex']]",1
3762,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3763,"[['Banking', 'Transfers']]",1
3765,"[['Finance', 'Forex']]",1
3766,"[['Banking', 'Savings']]",1
3767,"[['Finance', 'Forex']]",1
3768,"[['Finance', 'Loans']]",1
3769,"[['Banking', 'Account Opening'], ['Banking', 'Transfers'], ['Finance', 'Forex']]",3
3770,"[['Finance', 'Forex']]",1
3771,"[['Finance', 'Forex'], ['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",4
3772,"[['Finance', 'Loans']]",2
3774,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3776,"[['Finance', 'Forex'], ['Banking', 'Savings']]",3
3778,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
3779,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3780,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3781,"[['Finance', 'Forex']]",1
3782,"[['Finance', 'Loans']]",1
3783,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3784,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3785,"[['Banking', 'Account Opening'], ['Banking', 'Savings'], ['Finance', 'Stock Market']]",3
3788,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",3
3789,"[['Banking', 'Account Opening']]",1
3790,"[['Finance', 'Stock Market'], ['Finance', 'Forex']]",3
3791,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3792,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
3793,"[['Finance', 'Loans']]",1
3795,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3796,"[['Finance', 'Loans']]",1
3797,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
3799,"[['Finance', 'Forex']]",1
3800,"[['Finance', 'Stock Market']]",1
3801,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3802,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
3803,"[['Finance', 'Forex']]",1
3804,"[['Finance', 'Stock Market']]",1
3806,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3807,"[['Finance', 'Loans']]",2
3808,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
3809,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3811,"[['Finance', 'Forex']]",1
3812,"[['Finance', 'Loans']]",1
3815,"[['Finance', 'Forex']]",1
3817,"[['Finance', 'Loans']]",1
3818,"[['Finance', 'Forex']]",2
3819,"[['Finance', 'Stock Market']]",2
3820,"[['Banking', 'Account Opening']]",1
3825,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",3
3826,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
3827,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3828,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3832,"[['Finance', 'Loans']]",1
3835,"[['Finance', 'Loans']]",1
3837,"[['Finance', 'Forex']]",1
3839,"[['Finance', 'Loans']]",1
3840,"[['Finance', 'Loans']]",1
3841,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3846,"[['Banking', 'Transfers']]",1
3849,"[['Banking', 'Account Opening']]",1
3850,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3851,"[['Finance', 'Stock Market']]",1
3853,"[['Banking', 'Account Opening'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",3
3854,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3857,"[['Finance', 'Loans']]",1
3858,"[['Banking', 'Savings']]",1
3859,"[['Finance', 'Stock Market']]",1
3860,"[['Finance', 'Loans']]",2
3861,"[['Banking', 'Account Opening']]",1
3862,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
3863,"[['Banking', 'Savings']]",1
3866,"[['Finance', 'Loans']]",1
3867,"[['Finance', 'Loans']]",1
3868,"[['Finance', 'Stock Market']]",1
3869,"[['Banking', 'Transfers'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3870,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3871,"[['Finance', 'Stock Market'], ['Finance', 'Loans']]",3
3872,"[['Banking', 'Transfers']]",1
3873,"[['Banking', 'Account Opening']]",2
3875,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3877,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3878,"[['Finance', 'Forex']]",1
3879,"[['Finance', 'Loans']]",1
3881,"[['Finance', 'Loans']]",1
3882,"[['Finance', 'Forex']]",1
3883,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3884,"[['Finance', 'Forex']]",2
3886,"[['Finance', 'Stock Market']]",1
3889,"[['Banking', 'Savings']]",1
3890,"[['Finance', 'Stock Market']]",1
3892,"[['Finance', 'Loans']]",1
3893,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3894,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
3895,"[['Finance', 'Stock Market']]",1
3896,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3897,"[['Finance', 'Stock Market']]",2
3898,"[['Finance', 'Forex']]",2
3899,"[['Finance', 'Stock Market']]",1
3901,"[['Finance', 'Stock Market']]",1
3902,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
3903,"[['Finance', 'Forex']]",1
3904,"[['Finance', 'Forex']]",1
3905,"[['Banking', 'Savings'], ['Finance', 'Stock Market']]",2
3906,"[['Finance', 'Stock Market']]",1
3907,"[['Finance', 'Loans'], ['Finance', 'Forex']]",3
3908,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Loans']]",4
3909,"[['Finance', 'Loans']]",1
3910,"[['Finance', 'Forex']]",1
3911,"[['Finance', 'Stock Market']]",1
3912,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3913,"[['Finance', 'Loans']]",2
3914,"[['Finance', 'Forex']]",1
3915,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3916,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3917,"[['Finance', 'Loans']]",1
3918,"[['Finance', 'Loans']]",2
3920,"[['Finance', 'Forex']]",1
3921,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
3922,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
3924,"[['Finance', 'Stock Market']]",3
3925,"[['Finance', 'Stock Market']]",1
3926,"[['Banking', 'Account Opening']]",1
3929,"[['Finance', 'Loans']]",1
3930,"[['Finance', 'Forex']]",1
3931,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3932,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3933,"[['Banking', 'Account Opening']]",1
3934,"[['Banking', 'Savings']]",1
3935,"[['Banking', 'Account Opening']]",1
3936,"[['Banking', 'Account Opening']]",1
3937,"[['Finance', 'Forex']]",1
3939,"[['Finance', 'Forex']]",1
3940,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
3941,"[['Banking', 'Transfers']]",2
3943,"[['Finance', 'Stock Market']]",1
3944,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3945,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
3946,"[['Banking', 'Transfers']]",1
3947,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",4
3948,"[['Banking', 'Transfers']]",1
3949,"[['Finance', 'Stock Market']]",1
3952,"[['Finance', 'Loans']]",1
3954,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3956,"[['Finance', 'Stock Market']]",1
3957,"[['Banking', 'Account Opening']]",1
3960,"[['Banking', 'Account Opening']]",1
3961,"[['Finance', 'Forex']]",2
3962,"[['Finance', 'Stock Market']]",1
3963,"[['Finance', 'Loans']]",1
3964,"[['Finance', 'Stock Market']]",1
3965,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3969,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
3970,"[['Banking', 'Account Opening']]",1
3971,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
3972,"[['Finance', 'Stock Market'], ['Finance', 'Forex']]",3
3973,"[['Finance', 'Stock Market']]",1
3974,"[['Finance', 'Loans']]",1
3976,"[['Finance', 'Loans']]",1
3978,"[['Finance', 'Forex']]",1
3980,"[['Banking', 'Savings'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3981,"[['Banking', 'Savings'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
3983,"[['Finance', 'Loans'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",4
3984,"[['Finance', 'Stock Market']]",1
3985,"[['Banking', 'Account Opening']]",1
3986,"[['Finance', 'Loans']]",1
3987,"[['Finance', 'Loans']]",2
3990,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
3991,"[['Finance', 'Forex']]",2
3992,"[['Finance', 'Forex']]",1
3993,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
3994,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
3995,"[['Finance', 'Forex']]",1
3997,"[['Finance', 'Stock Market']]",1
3998,"[['Finance', 'Stock Market']]",2
3999,"[['Finance', 'Forex']]",2
4002,"[['Finance', 'Stock Market']]",2
4003,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
4005,"[['Finance', 'Loans']]",1
4007,"[['Finance', 'Loans']]",1
4008,"[['Finance', 'Loans']]",1
4010,"[['Banking', 'Transfers']]",1
4011,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
4012,"[['Finance', 'Loans']]",2
4013,"[['Finance', 'Forex']]",1
4014,"[['Finance', 'Loans']]",1
4015,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Loans']]",4
4017,"[['Finance', 'Stock Market'], ['Banking', 'Account Opening']]",3
4018,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
4019,"[['Banking', 'Savings']]",1
4020,"[['Banking', 'Transfers']]",1
4021,"[['Finance', 'Stock Market']]",1
4022,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
4023,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
4026,"[['Finance', 'Loans']]",1
4028,"[['Finance', 'Stock Market']]",1
4030,"[['Banking', 'Savings'], ['Banking', 'Transfers']]",2
4031,"[['Finance', 'Stock Market']]",1
4032,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
4033,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
4035,"[['Finance', 'Stock Market']]",1
4036,"[['Banking', 'Account Opening']]",1
4037,"[['Finance', 'Loans']]",1
4039,"[['Finance', 'Forex']]",1
4040,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
4041,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
4042,"[['Finance', 'Loans']]",1
4043,"[['Banking', 'Account Opening']]",1
4045,"[['Banking', 'Transfers']]",1
4046,"[['Finance', 'Forex']]",2
4049,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
4051,"[['Banking', 'Account Opening'], ['Banking', 'Transfers'], ['Finance', 'Stock Market']]",3
4054,"[['Finance', 'Loans']]",1
4055,"[['Finance', 'Forex']]",2
4057,"[['Finance', 'Forex']]",1
4059,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
4060,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",3
4061,"[['Finance', 'Loans'], ['Banking', 'Account Opening']]",3
4062,"[['Banking', 'Account Opening'], ['Banking', 'Savings'], ['Finance', 'Loans']]",3
4063,"[['Finance', 'Forex']]",2
4064,"[['Banking', 'Transfers']]",1
4066,"[['Finance', 'Loans']]",1
4067,"[['Finance', 'Loans']]",1
4068,"[['Finance', 'Stock Market']]",1
4071,"[['Finance', 'Forex']]",1
4072,"[['Banking', 'Account Opening']]",1
4074,"[['Finance', 'Forex']]",1
4075,"[['Finance', 'Forex']]",1
4076,"[['Finance', 'Stock Market']]",1
4077,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
4078,"[['Finance', 'Loans']]",2
4081,"[['Finance', 'Loans']]",1
4082,"[['Banking', 'Transfers'], ['Finance', 'Forex']]",2
4083,"[['Banking', 'Account Opening'], ['Banking', 'Transfers']]",2
4084,"[['Finance', 'Forex']]",1
4085,"[['Finance', 'Forex']]",1
4087,"[['Finance', 'Loans']]",1
4088,"[['Finance', 'Stock Market']]",1
4089,"[['Banking', 'Account Opening'], ['Finance', 'Stock Market']]",2
4090,"[['Finance', 'Stock Market']]",1
4091,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
4092,"[['Finance', 'Stock Market']]",3
4093,"[['Banking', 'Transfers']]",1
4094,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
4095,"[['Banking', 'Account Opening']]",1
4096,"[['Finance', 'Stock Market'], ['Banking', 'Savings'], ['Finance', 'Forex']]",4
4097,"[['Banking', 'Account Opening']]",1
4098,"[['Banking', 'Savings'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",4
4100,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",3
4102,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
4105,"[['Finance', 'Stock Market']]",1
4106,"[['Finance', 'Loans']]",1
4107,"[['Banking', 'Savings']]",1
4108,"[['Finance', 'Loans']]",1
4109,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
4110,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Banking', 'Transfers']]",5
4112,"[['Finance', 'Stock Market']]",1
4116,"[['Finance', 'Loans']]",1
4117,"[['Banking', 'Transfers'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",4
4118,"[['Banking', 'Savings'], ['Finance', 'Forex']]",2
4119,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
4121,"[['Finance', 'Forex']]",1
4122,"[['Banking', 'Account Opening'], ['Finance', 'Forex']]",2
4124,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
4125,"[['Finance', 'Loans']]",1
4127,"[['Finance', 'Forex']]",1
4128,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",4
4129,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
4130,"[['Banking', 'Savings'], ['Finance', 'Loans']]",2
4131,"[['Finance', 'Loans']]",1
4133,"[['Finance', 'Stock Market']]",1
4134,"[['Finance', 'Forex']]",1
4135,"[['Finance', 'Loans']]",1
4137,"[['Finance', 'Forex']]",1
4139,"[['Finance', 'Forex']]",1
4140,"[['Banking', 'Account Opening'], ['Banking', 'Transfers'], ['Finance', 'Loans']]",3
4143,"[['Finance', 'Forex']]",1
4144,"[['Finance', 'Forex']]",1
4145,"[['Finance', 'Loans']]",1
4148,"[['Finance', 'Loans']]",2
4150,"[['Finance', 'Loans']]",1
4151,"[['Finance', 'Loans']]",1
4153,"[['Finance', 'Stock Market']]",1
4154,"[['Finance', 'Forex']]",1
4155,"[['Banking', 'Transfers'], ['Finance', 'Stock Market']]",2
4156,"[['Finance', 'Forex']]",1
4157,"[['Finance', 'Forex']]",1
4158,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
4160,"[['Finance', 'Forex']]",1
4161,"[['Finance', 'Forex']]",1
4162,"[['Banking', 'Transfers'], ['Finance', 'Loans']]",2
4163,"[['Finance', 'Forex']]",2
4164,"[['Finance', 'Stock Market']]",1
4165,"[['Banking', 'Transfers']]",1
4166,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
4167,"[['Finance', 'Forex']]",1
4168,"[['Finance', 'Loans']]",1
4169,"[['Finance', 'Stock Market'], ['Banking', 'Account Opening'], ['Banking', 'Savings']]",4
4170,"[['Banking', 'Account Opening']]",1
4172,"[['Finance', 'Stock Market']]",1
4173,"[['Banking', 'Transfers']]",1
4175,"[['Banking', 'Account Opening'], ['Finance', 'Loans']]",2
4176,"[['Finance', 'Forex']]",1
4178,"[['Banking', 'Transfers']]",1
4179,"[['Finance', 'Stock Market']]",1
4181,"[['Banking', 'Savings']]",1
4182,"[['Banking', 'Transfers']]",1
4183,"[['Banking', 'Transfers']]",1
4184,"[['Banking', 'Transfers']]",1
4185,"[['Banking', 'Account Opening'], ['Finance', 'Forex'], ['Finance', 'Loans']]",3
4188,"[['Finance', 'Forex'], ['Finance', 'Stock Market']]",2
4189,"[['Banking', 'Transfers'], ['Finance', 'Forex'], ['Finance', 'Stock Market']]",5
4190,"[['Finance', 'Stock Market']]",1
4191,"[['Finance', 'Forex']]",1
4192,"[['Finance', 'Forex']]",2
4193,"[['Finance', 'Stock Market']]",1
4194,"[['Finance', 'Forex'], ['Finance', 'Loans']]",2
4197,"[['Banking', 'Savings']]",1
4199,"[['Finance', 'Loans'], ['Finance', 'Stock Market']]",2
4200,"[['Finance', 'Forex'], ['Finance', 'Loans'], ['Finance', 'Stock Market']]",5
4201,"[['Finance', 'Loans']]",1
