customernumber,category,subcategory,interest_count
5927,Finance,Forex,1
5926,Finance,Stock Market,1
5923,Banking,Transfers,1
5922,Banking,Transfers,1
5922,Banking,Savings,1
5947,Finance,Stock Market,1
5948,Finance,Forex,1
5842,Finance,Forex,1
5969,Finance,Stock Market,1
5980,Finance,Forex,1
5979,Finance,Stock Market,1
5979,Banking,Account Opening,1
5978,Finance,Forex,1
5978,Banking,Savings,1
5977,Finance,Stock Market,1
5975,Finance,Stock Market,1
5975,Banking,Transfers,1
5974,Finance,Stock Market,1
5973,Finance,Stock Market,1
5972,Finance,Stock Market,1
5971,Finance,Loans,1
5970,Finance,Loans,1
5969,Finance,Forex,1
5950,Banking,Account Opening,1
5964,Finance,Loans,1
5963,Finance,Forex,1
5962,Finance,Stock Market,1
5961,Finance,Stock Market,1
5958,Finance,Loans,1
5957,Finance,Stock Market,1
5956,Banking,Account Opening,1
5954,Finance,Stock Market,1
5954,Finance,Loans,1
5954,Banking,Savings,1
5953,Banking,Transfers,1
5952,Finance,Loans,1
5951,Banking,Account Opening,1
5922,Banking,Account Opening,1
5921,Finance,Forex,1
5920,Finance,Stock Market,1
5862,Banking,Account Opening,1
5886,Finance,Stock Market,1
5885,Finance,Loans,1
5884,Banking,Savings,1
5883,Banking,Transfers,1
5882,Finance,Stock Market,1
5880,Finance,Forex,1
5878,Finance,Loans,1
5878,Banking,Transfers,1
5876,Finance,Stock Market,1
5876,Finance,Loans,1
5872,Banking,Transfers,1
5871,Finance,Loans,1
5863,Finance,Loans,1
5859,Finance,Forex,1
5920,Finance,Forex,1
5857,Finance,Stock Market,1
5857,Finance,Forex,1
5855,Finance,Loans,1
5854,Finance,Stock Market,1
5853,Banking,Account Opening,1
5852,Finance,Loans,1
5851,Finance,Stock Market,1
5849,Banking,Savings,1
5848,Finance,Forex,1
5846,Finance,Loans,1
5845,Banking,Transfers,1
5844,Finance,Forex,1
5843,Banking,Account Opening,1
5887,Finance,Forex,1
5888,Banking,Transfers,1
5888,Finance,Loans,1
5889,Finance,Forex,1
5919,Finance,Forex,1
5918,Banking,Transfers,1
5917,Finance,Stock Market,1
5914,Finance,Loans,1
5912,Banking,Account Opening,1
5909,Finance,Loans,1
5909,Banking,Transfers,1
5905,Finance,Stock Market,1
5905,Finance,Forex,1
5904,Finance,Loans,1
5903,Banking,Transfers,1
5901,Banking,Transfers,1
5901,Banking,Account Opening,1
5899,Finance,Stock Market,1
5899,Finance,Loans,1
5898,Banking,Savings,1
5897,Finance,Forex,1
5897,Banking,Savings,1
5896,Finance,Stock Market,1
5896,Finance,Forex,1
5895,Finance,Stock Market,1
5894,Finance,Stock Market,1
5893,Finance,Forex,1
5893,Banking,Savings,1
5893,Banking,Account Opening,1
5890,Banking,Account Opening,1
5889,Finance,Stock Market,1
6243,Finance,Loans,1
6245,Finance,Loans,1
6819,Finance,Stock Market,1
6616,Banking,Savings,1
6634,Banking,Transfers,1
6633,Finance,Forex,1
6631,Finance,Stock Market,1
6631,Finance,Loans,1
6631,Banking,Savings,1
6630,Banking,Transfers,1
6629,Banking,Account Opening,1
6625,Banking,Account Opening,1
6622,Finance,Stock Market,1
6619,Finance,Loans,1
6618,Finance,Forex,1
6617,Finance,Loans,1
6617,Banking,Account Opening,1
6615,Finance,Loans,1
6640,Banking,Account Opening,1
6613,Finance,Stock Market,1
6612,Finance,Stock Market,1
6609,Banking,Transfers,1
6606,Finance,Loans,1
6606,Finance,Forex,1
6605,Finance,Stock Market,1
6604,Banking,Savings,1
6600,Finance,Forex,1
6599,Finance,Stock Market,1
6598,Finance,Loans,1
6597,Finance,Loans,1
6597,Banking,Savings,1
6596,Finance,Forex,1
6637,Banking,Savings,1
6641,Finance,Stock Market,1
6595,Finance,Stock Market,1
6658,Finance,Stock Market,1
6681,Finance,Stock Market,1
6679,Finance,Forex,1
6676,Finance,Loans,1
6675,Finance,Stock Market,1
6673,Finance,Loans,1
6671,Finance,Forex,1
6668,Finance,Forex,1
6665,Finance,Stock Market,1
6663,Finance,Stock Market,1
6662,Finance,Loans,1
6660,Finance,Stock Market,1
6659,Finance,Stock Market,1
6659,Banking,Account Opening,1
6658,Finance,Loans,1
6644,Finance,Loans,1
6655,Finance,Loans,1
6655,Banking,Savings,1
6655,Banking,Account Opening,1
6654,Finance,Loans,1
6653,Banking,Account Opening,1
6652,Finance,Forex,1
6651,Finance,Forex,1
6651,Banking,Account Opening,1
6650,Finance,Stock Market,1
6650,Banking,Transfers,1
6648,Banking,Transfers,1
6647,Finance,Loans,1
6646,Finance,Loans,1
6596,Banking,Transfers,1
6594,Finance,Stock Market,1
6683,Finance,Loans,1
6554,Finance,Loans,1
6563,Finance,Stock Market,1
6563,Banking,Transfers,1
6563,Banking,Account Opening,1
6562,Finance,Stock Market,1
6562,Finance,Forex,1
6561,Finance,Loans,1
6560,Finance,Forex,1
6559,Finance,Loans,1
6559,Finance,Forex,1
6558,Banking,Account Opening,1
6555,Finance,Forex,1
6555,Banking,Savings,1
6554,Finance,Stock Market,1
6551,Finance,Stock Market,1
6564,Finance,Loans,1
6550,Finance,Forex,1
6549,Banking,Savings,1
6547,Finance,Forex,1
6546,Finance,Loans,1
6545,Finance,Loans,1
6542,Finance,Forex,1
6541,Finance,Forex,1
6540,Finance,Loans,1
6540,Finance,Forex,1
6536,Finance,Stock Market,1
6536,Finance,Loans,1
6533,Finance,Forex,1
6530,Banking,Account Opening,1
6564,Banking,Savings,1
6564,Finance,Stock Market,1
6594,Finance,Loans,1
6583,Finance,Loans,1
6594,Finance,Forex,1
6593,Finance,Stock Market,1
6592,Finance,Forex,1
6591,Banking,Account Opening,1
6590,Finance,Loans,1
6590,Banking,Account Opening,1
6589,Finance,Forex,1
6587,Finance,Stock Market,1
6587,Banking,Account Opening,1
6585,Finance,Loans,1
6585,Finance,Forex,1
6584,Finance,Stock Market,1
6584,Banking,Transfers,1
6581,Banking,Transfers,1
6565,Banking,Transfers,1
6579,Finance,Stock Market,1
6579,Finance,Loans,1
6578,Finance,Loans,1
6577,Banking,Account Opening,1
6576,Finance,Loans,1
6575,Finance,Loans,1
6573,Banking,Account Opening,1
6572,Finance,Forex,1
6570,Finance,Loans,1
6569,Finance,Loans,1
6567,Finance,Loans,1
6565,Finance,Stock Market,1
6565,Finance,Forex,1
6682,Finance,Forex,1
6684,Finance,Stock Market,1
6247,Banking,Transfers,1
6761,Banking,Savings,1
6776,Finance,Stock Market,1
6776,Finance,Loans,1
6775,Banking,Savings,1
6774,Finance,Stock Market,1
6773,Finance,Stock Market,1
6772,Finance,Stock Market,1
6771,Finance,Forex,1
6771,Banking,Transfers,1
6770,Banking,Savings,1
6769,Finance,Forex,1
6765,Finance,Forex,1
6762,Finance,Loans,1
6761,Finance,Loans,1
6759,Finance,Loans,1
6778,Finance,Loans,1
6758,Finance,Stock Market,1
6758,Finance,Forex,1
6757,Banking,Account Opening,1
6756,Finance,Forex,1
6756,Banking,Transfers,1
6755,Finance,Loans,1
6755,Banking,Transfers,1
6754,Finance,Loans,1
6754,Finance,Forex,1
6754,Banking,Account Opening,1
6751,Finance,Forex,1
6747,Finance,Stock Market,1
6746,Finance,Loans,1
6777,Finance,Forex,1
6781,Finance,Forex,1
6744,Finance,Stock Market,1
6798,Finance,Forex,1
6819,Banking,Transfers,1
6818,Banking,Savings,1
6817,Finance,Forex,1
6812,Finance,Stock Market,1
6809,Banking,Transfers,1
6808,Finance,Loans,1
6808,Banking,Transfers,1
6807,Finance,Loans,1
6806,Finance,Stock Market,1
6804,Finance,Forex,1
6804,Banking,Savings,1
6803,Finance,Stock Market,1
6799,Banking,Savings,1
6794,Finance,Stock Market,1
6781,Finance,Stock Market,1
6794,Finance,Forex,1
6793,Finance,Forex,1
6792,Finance,Forex,1
6791,Finance,Forex,1
6789,Finance,Forex,1
6788,Finance,Forex,1
6787,Finance,Stock Market,1
6787,Finance,Loans,1
6786,Finance,Forex,1
6784,Finance,Stock Market,1
6784,Banking,Transfers,1
6783,Finance,Stock Market,1
6783,Finance,Loans,1
6746,Finance,Forex,1
6743,Finance,Stock Market,1
6689,Banking,Transfers,1
6703,Finance,Loans,1
6713,Finance,Loans,1
6712,Finance,Stock Market,1
6712,Finance,Loans,1
6712,Finance,Forex,1
6711,Finance,Forex,1
6709,Finance,Forex,1
6708,Finance,Stock Market,1
6708,Finance,Loans,1
6708,Banking,Transfers,1
6708,Banking,Account Opening,1
6707,Finance,Forex,1
6706,Finance,Stock Market,1
6705,Finance,Loans,1
6701,Finance,Forex,1
6718,Banking,Transfers,1
6701,Banking,Savings,1
6700,Banking,Savings,1
6698,Finance,Stock Market,1
6696,Finance,Stock Market,1
6696,Finance,Loans,1
6696,Finance,Forex,1
6695,Finance,Loans,1
6695,Finance,Forex,1
6694,Finance,Stock Market,1
6693,Finance,Loans,1
6692,Finance,Loans,1
6691,Finance,Stock Market,1
6690,Banking,Transfers,1
6715,Finance,Stock Market,1
6718,Finance,Forex,1
6742,Finance,Stock Market,1
6730,Finance,Forex,1
6742,Finance,Forex,1
6741,Finance,Loans,1
6741,Banking,Savings,1
6740,Finance,Forex,1
6739,Finance,Loans,1
6739,Finance,Forex,1
6738,Finance,Forex,1
6737,Finance,Forex,1
6737,Banking,Savings,1
6736,Finance,Forex,1
6735,Finance,Stock Market,1
6732,Banking,Transfers,1
6732,Banking,Savings,1
6729,Banking,Account Opening,1
6719,Finance,Forex,1
6728,Finance,Loans,1
6728,Banking,Transfers,1
6727,Finance,Stock Market,1
6727,Finance,Loans,1
6725,Finance,Loans,1
6725,Finance,Forex,1
6725,Banking,Savings,1
6724,Finance,Forex,1
6723,Finance,Stock Market,1
6723,Finance,Loans,1
6722,Finance,Stock Market,1
6720,Banking,Savings,1
6720,Banking,Account Opening,1
6528,Finance,Stock Market,1
6528,Banking,Account Opening,1
6526,Finance,Forex,1
6333,Finance,Forex,1
6342,Banking,Transfers,1
6341,Finance,Forex,1
6341,Banking,Transfers,1
6339,Finance,Loans,1
6339,Banking,Transfers,1
6337,Finance,Forex,1
6336,Finance,Loans,1
6336,Finance,Forex,1
6335,Finance,Forex,1
6335,Banking,Account Opening,1
6334,Finance,Stock Market,1
6334,Finance,Forex,1
6333,Finance,Loans,1
6331,Finance,Forex,1
6345,Finance,Loans,1
6330,Finance,Loans,1
6328,Finance,Stock Market,1
6328,Banking,Transfers,1
6328,Banking,Account Opening,1
6327,Finance,Loans,1
6324,Finance,Forex,1
6323,Finance,Loans,1
6323,Finance,Forex,1
6322,Finance,Stock Market,1
6321,Finance,Stock Market,1
6321,Finance,Loans,1
6319,Finance,Forex,1
6319,Banking,Savings,1
6343,Finance,Stock Market,1
6346,Banking,Transfers,1
6318,Finance,Forex,1
6365,Finance,Stock Market,1
6383,Finance,Forex,1
6382,Finance,Loans,1
6381,Finance,Stock Market,1
6381,Finance,Forex,1
6381,Banking,Savings,1
6379,Finance,Loans,1
6375,Finance,Loans,1
6369,Finance,Loans,1
6368,Finance,Forex,1
6368,Banking,Transfers,1
6367,Finance,Loans,1
6366,Finance,Loans,1
6366,Banking,Account Opening,1
6365,Finance,Loans,1
6346,Finance,Stock Market,1
6365,Finance,Forex,1
6363,Banking,Transfers,1
6361,Finance,Forex,1
6360,Banking,Savings,1
6358,Finance,Stock Market,1
6357,Finance,Loans,1
6356,Finance,Loans,1
6355,Finance,Stock Market,1
6353,Finance,Forex,1
6352,Finance,Loans,1
6350,Finance,Forex,1
6347,Finance,Stock Market,1
6347,Finance,Forex,1
6318,Finance,Stock Market,1
6317,Finance,Stock Market,1
6525,Finance,Loans,1
6264,Finance,Forex,1
6280,Finance,Loans,1
6279,Finance,Forex,1
6276,Finance,Loans,1
6276,Banking,Savings,1
6275,Banking,Account Opening,1
6274,Finance,Stock Market,1
6273,Finance,Stock Market,1
6271,Finance,Stock Market,1
6271,Banking,Savings,1
6270,Banking,Transfers,1
6269,Banking,Savings,1
6265,Finance,Stock Market,1
6264,Finance,Loans,1
6263,Banking,Transfers,1
6282,Banking,Account Opening,1
6259,Finance,Stock Market,1
6259,Finance,Forex,1
6258,Finance,Stock Market,1
6256,Finance,Loans,1
6256,Banking,Savings,1
6255,Finance,Stock Market,1
6255,Banking,Savings,1
6254,Finance,Loans,1
6251,Finance,Loans,1
6250,Finance,Loans,1
6250,Banking,Account Opening,1
6248,Banking,Transfers,1
6247,Finance,Stock Market,1
6281,Banking,Transfers,1
6284,Banking,Transfers,1
6315,Finance,Stock Market,1
6296,Banking,Savings,1
6313,Banking,Account Opening,1
6312,Finance,Stock Market,1
6311,Finance,Forex,1
6311,Banking,Savings,1
6309,Finance,Stock Market,1
6307,Finance,Forex,1
6305,Finance,Forex,1
6304,Finance,Forex,1
6302,Finance,Stock Market,1
6301,Finance,Loans,1
6299,Finance,Forex,1
6298,Finance,Loans,1
6296,Finance,Loans,1
6295,Banking,Savings,1
6286,Finance,Loans,1
6294,Finance,Loans,1
6294,Finance,Forex,1
6291,Finance,Stock Market,1
6290,Finance,Loans,1
6290,Finance,Forex,1
6290,Banking,Transfers,1
6290,Banking,Savings,1
6289,Finance,Forex,1
6288,Finance,Stock Market,1
6288,Banking,Transfers,1
6288,Banking,Savings,1
6287,Finance,Loans,1
6287,Banking,Account Opening,1
6384,Finance,Forex,1
6385,Finance,Stock Market,1
6387,Finance,Loans,1
6470,Finance,Forex,1
6490,Banking,Account Opening,1
6489,Finance,Stock Market,1
6489,Finance,Loans,1
6485,Finance,Forex,1
6484,Finance,Loans,1
6483,Finance,Forex,1
6482,Finance,Stock Market,1
6479,Finance,Stock Market,1
6477,Banking,Account Opening,1
6475,Banking,Transfers,1
6473,Finance,Loans,1
6472,Finance,Stock Market,1
6472,Finance,Forex,1
6468,Finance,Stock Market,1
6492,Finance,Loans,1
6468,Finance,Loans,1
6467,Finance,Loans,1
6466,Banking,Account Opening,1
6465,Finance,Forex,1
6464,Banking,Savings,1
6463,Finance,Forex,1
6461,Finance,Stock Market,1
6460,Finance,Loans,1
6460,Finance,Forex,1
6459,Finance,Forex,1
6456,Banking,Account Opening,1
6453,Finance,Forex,1
6452,Finance,Loans,1
6491,Banking,Transfers,1
6493,Banking,Savings,1
6391,Finance,Stock Market,1
6512,Finance,Loans,1
6524,Finance,Stock Market,1
6524,Finance,Loans,1
6521,Finance,Loans,1
6521,Finance,Forex,1
6520,Finance,Loans,1
6518,Finance,Loans,1
6517,Finance,Stock Market,1
6517,Banking,Savings,1
6516,Finance,Forex,1
6514,Finance,Stock Market,1
6514,Finance,Loans,1
6513,Finance,Forex,1
6513,Banking,Transfers,1
6511,Finance,Loans,1
6493,Finance,Forex,1
6510,Finance,Forex,1
6507,Finance,Stock Market,1
6506,Finance,Stock Market,1
6505,Banking,Savings,1
6504,Finance,Forex,1
6503,Finance,Stock Market,1
6503,Finance,Loans,1
6501,Finance,Forex,1
6501,Banking,Savings,1
6497,Finance,Stock Market,1
6497,Finance,Loans,1
6496,Finance,Loans,1
6494,Finance,Stock Market,1
6452,Banking,Savings,1
6451,Finance,Loans,1
6451,Finance,Forex,1
6405,Finance,Loans,1
6419,Finance,Stock Market,1
6418,Finance,Stock Market,1
6418,Finance,Forex,1
6417,Finance,Stock Market,1
6417,Finance,Forex,1
6416,Finance,Loans,1
6414,Banking,Transfers,1
6413,Finance,Forex,1
6411,Finance,Loans,1
6411,Finance,Forex,1
6409,Banking,Savings,1
6406,Finance,Forex,1
6406,Banking,Transfers,1
6404,Finance,Loans,1
6450,Finance,Stock Market,1
6404,Finance,Forex,1
6402,Finance,Stock Market,1
6402,Banking,Savings,1
6401,Finance,Loans,1
6401,Finance,Forex,1
6400,Finance,Stock Market,1
6400,Finance,Loans,1
6400,Finance,Forex,1
6399,Finance,Stock Market,1
6396,Finance,Loans,1
6396,Banking,Account Opening,1
6395,Banking,Savings,1
6394,Finance,Loans,1
6420,Finance,Stock Market,1
6421,Banking,Account Opening,1
6422,Finance,Loans,1
6423,Banking,Savings,1
6448,Finance,Stock Market,1
6448,Finance,Forex,1
6448,Banking,Account Opening,1
6445,Banking,Account Opening,1
6444,Finance,Loans,1
6444,Banking,Savings,1
6443,Finance,Loans,1
6443,Banking,Transfers,1
6442,Finance,Loans,1
6441,Finance,Loans,1
6441,Finance,Forex,1
6437,Finance,Loans,1
6437,Banking,Account Opening,1
6435,Finance,Forex,1
6435,Banking,Transfers,1
6433,Finance,Stock Market,1
6433,Finance,Loans,1
6432,Finance,Stock Market,1
6432,Finance,Loans,1
6430,Finance,Stock Market,1
6430,Finance,Loans,1
6429,Finance,Stock Market,1
6428,Finance,Forex,1
6427,Banking,Savings,1
6425,Finance,Forex,1
6424,Finance,Loans,1
6423,Finance,Loans,1
7541,Finance,Forex,1
7789,Banking,Transfers,1
7547,Finance,Stock Market,1
9191,Banking,Transfers,1
9190,Banking,Account Opening,1
9189,Finance,Forex,1
9188,Finance,Stock Market,1
9187,Finance,Loans,1
9187,Finance,Forex,1
9186,Finance,Stock Market,1
9185,Finance,Stock Market,1
9182,Finance,Stock Market,1
9182,Finance,Loans,1
9179,Finance,Loans,1
9178,Finance,Loans,1
9178,Banking,Account Opening,1
9177,Finance,Forex,1
9177,Banking,Savings,1
9176,Finance,Stock Market,1
9174,Finance,Stock Market,1
9173,Banking,Transfers,1
9173,Banking,Savings,1
9171,Finance,Loans,1
9170,Finance,Forex,1
9169,Finance,Forex,1
9168,Finance,Loans,1
9167,Finance,Stock Market,1
9165,Finance,Loans,1
9165,Banking,Account Opening,1
9163,Finance,Stock Market,1
9161,Banking,Account Opening,1
9159,Finance,Loans,1
9157,Finance,Stock Market,1
9190,Finance,Forex,1
9194,Finance,Stock Market,1
9155,Banking,Transfers,1
9195,Finance,Loans,1
9219,Finance,Loans,1
9219,Finance,Forex,1
9217,Banking,Savings,1
9217,Banking,Account Opening,1
9216,Banking,Transfers,1
9215,Finance,Stock Market,1
9214,Banking,Transfers,1
9213,Finance,Loans,1
9213,Finance,Forex,1
9211,Finance,Forex,1
9210,Finance,Forex,1
9209,Banking,Savings,1
9207,Finance,Stock Market,1
9206,Finance,Loans,1
9206,Banking,Savings,1
9205,Finance,Stock Market,1
9205,Finance,Loans,1
9204,Finance,Stock Market,1
9204,Finance,Forex,1
9203,Banking,Transfers,1
9203,Banking,Account Opening,1
9202,Banking,Savings,1
9202,Banking,Account Opening,1
9201,Finance,Loans,1
9201,Finance,Forex,1
9199,Finance,Forex,1
9198,Finance,Stock Market,1
9197,Finance,Forex,1
9197,Banking,Transfers,1
9155,Finance,Forex,1
9154,Banking,Account Opening,1
9397,Banking,Transfers,1
9117,Finance,Forex,1
9113,Banking,Savings,1
9112,Finance,Stock Market,1
9110,Banking,Savings,1
9109,Finance,Stock Market,1
9108,Banking,Account Opening,1
9107,Finance,Forex,1
9106,Finance,Loans,1
9102,Finance,Loans,1
9101,Finance,Stock Market,1
9100,Finance,Forex,1
9099,Banking,Transfers,1
9098,Finance,Stock Market,1
9098,Finance,Forex,1
9097,Finance,Loans,1
9096,Finance,Forex,1
9095,Finance,Stock Market,1
9094,Banking,Transfers,1
9093,Finance,Loans,1
9092,Finance,Stock Market,1
9092,Finance,Forex,1
9092,Banking,Savings,1
9091,Finance,Stock Market,1
9089,Banking,Transfers,1
9086,Finance,Loans,1
9083,Finance,Stock Market,1
9081,Finance,Stock Market,1
9080,Finance,Stock Market,1
9080,Finance,Loans,1
9079,Finance,Forex,1
9114,Finance,Loans,1
9117,Finance,Stock Market,1
9153,Finance,Forex,1
9118,Banking,Account Opening,1
9152,Banking,Account Opening,1
9151,Finance,Stock Market,1
9151,Banking,Account Opening,1
9150,Finance,Stock Market,1
9150,Finance,Forex,1
9149,Finance,Loans,1
9148,Banking,Savings,1
9147,Finance,Forex,1
9147,Banking,Savings,1
9144,Banking,Account Opening,1
9143,Finance,Stock Market,1
9142,Finance,Stock Market,1
9141,Finance,Stock Market,1
9139,Finance,Stock Market,1
9138,Banking,Savings,1
9135,Finance,Forex,1
9134,Finance,Stock Market,1
9133,Finance,Loans,1
9133,Banking,Savings,1
9132,Finance,Forex,1
9131,Banking,Transfers,1
9130,Finance,Forex,1
9129,Finance,Loans,1
9126,Banking,Transfers,1
9125,Banking,Transfers,1
9122,Banking,Savings,1
9121,Finance,Forex,1
9119,Finance,Loans,1
9118,Finance,Stock Market,1
9220,Banking,Account Opening,1
9220,Banking,Transfers,1
9221,Finance,Forex,1
9355,Banking,Savings,1
9352,Banking,Savings,1
9348,Finance,Stock Market,1
9348,Finance,Loans,1
9346,Banking,Savings,1
9345,Finance,Loans,1
9344,Finance,Loans,1
9343,Finance,Stock Market,1
9337,Finance,Stock Market,1
9335,Finance,Stock Market,1
9334,Finance,Loans,1
9329,Finance,Stock Market,1
9329,Banking,Savings,1
9327,Finance,Stock Market,1
9326,Finance,Stock Market,1
9324,Finance,Stock Market,1
9324,Finance,Forex,1
9323,Finance,Forex,1
9323,Banking,Account Opening,1
9320,Banking,Transfers,1
9317,Finance,Stock Market,1
9317,Finance,Forex,1
9316,Finance,Loans,1
9312,Banking,Account Opening,1
9311,Finance,Loans,1
9311,Finance,Forex,1
9310,Banking,Transfers,1
9309,Finance,Forex,1
9308,Banking,Savings,1
9306,Finance,Stock Market,1
9353,Finance,Forex,1
9356,Banking,Account Opening,1
9223,Banking,Account Opening,1
9357,Banking,Transfers,1
9391,Finance,Stock Market,1
9391,Finance,Loans,1
9390,Finance,Forex,1
9389,Finance,Forex,1
9389,Banking,Transfers,1
9386,Finance,Loans,1
9386,Finance,Forex,1
9383,Finance,Loans,1
9383,Finance,Forex,1
9382,Finance,Stock Market,1
9381,Banking,Transfers,1
9380,Finance,Forex,1
9378,Finance,Stock Market,1
9377,Banking,Transfers,1
9376,Finance,Forex,1
9376,Banking,Savings,1
9373,Finance,Stock Market,1
9373,Banking,Transfers,1
9372,Finance,Forex,1
9370,Finance,Loans,1
9369,Finance,Loans,1
9368,Finance,Stock Market,1
9368,Banking,Transfers,1
9364,Banking,Savings,1
9362,Finance,Forex,1
9360,Finance,Loans,1
9358,Finance,Forex,1
9358,Banking,Account Opening,1
9357,Finance,Loans,1
9306,Finance,Loans,1
9305,Finance,Stock Market,1
9305,Banking,Savings,1
9304,Finance,Stock Market,1
9271,Banking,Savings,1
9271,Banking,Account Opening,1
9267,Finance,Forex,1
9266,Finance,Forex,1
9265,Finance,Forex,1
9263,Finance,Loans,1
9260,Finance,Stock Market,1
9260,Banking,Account Opening,1
9257,Finance,Forex,1
9257,Banking,Account Opening,1
9254,Finance,Stock Market,1
9253,Finance,Forex,1
9252,Finance,Forex,1
9251,Finance,Loans,1
9250,Finance,Loans,1
9249,Finance,Loans,1
9248,Finance,Forex,1
9245,Banking,Savings,1
9244,Finance,Stock Market,1
9244,Finance,Loans,1
9244,Finance,Forex,1
9242,Finance,Stock Market,1
9241,Banking,Account Opening,1
9240,Finance,Stock Market,1
9238,Banking,Savings,1
9229,Finance,Stock Market,1
9229,Banking,Savings,1
9228,Finance,Stock Market,1
9224,Finance,Forex,1
9273,Finance,Forex,1
9275,Banking,Savings,1
9276,Finance,Forex,1
9291,Finance,Forex,1
9304,Finance,Loans,1
9304,Finance,Forex,1
9303,Finance,Stock Market,1
9301,Finance,Loans,1
9301,Banking,Transfers,1
9299,Finance,Stock Market,1
9298,Finance,Stock Market,1
9298,Finance,Forex,1
9298,Banking,Savings,1
9297,Finance,Loans,1
9292,Finance,Loans,1
9292,Finance,Forex,1
9292,Banking,Savings,1
9291,Banking,Transfers,1
9277,Banking,Account Opening,1
9290,Banking,Savings,1
9289,Finance,Stock Market,1
9288,Finance,Forex,1
9287,Finance,Stock Market,1
9284,Finance,Stock Market,1
9284,Banking,Account Opening,1
9283,Banking,Transfers,1
9282,Finance,Loans,1
9281,Banking,Transfers,1
9280,Finance,Stock Market,1
9278,Finance,Loans,1
9278,Banking,Savings,1
9277,Finance,Loans,1
9078,Finance,Stock Market,1
9078,Finance,Forex,1
9077,Finance,Forex,1
8888,Banking,Account Opening,1
8883,Finance,Loans,1
8882,Finance,Forex,1
8881,Finance,Stock Market,1
8880,Finance,Stock Market,1
8877,Finance,Loans,1
8876,Finance,Forex,1
8876,Banking,Savings,1
8875,Finance,Stock Market,1
8875,Finance,Loans,1
8875,Banking,Account Opening,1
8873,Finance,Stock Market,1
8872,Finance,Stock Market,1
8872,Banking,Transfers,1
8871,Finance,Forex,1
8870,Finance,Stock Market,1
8870,Banking,Savings,1
8870,Banking,Account Opening,1
8869,Finance,Forex,1
8869,Banking,Transfers,1
8868,Finance,Forex,1
8868,Banking,Savings,1
8867,Finance,Loans,1
8867,Banking,Account Opening,1
8866,Finance,Forex,1
8865,Finance,Stock Market,1
8865,Finance,Loans,1
8864,Finance,Loans,1
8863,Finance,Stock Market,1
8863,Banking,Account Opening,1
8885,Finance,Loans,1
8890,Finance,Stock Market,1
8935,Finance,Forex,1
8893,Finance,Forex,1
8934,Finance,Loans,1
8932,Finance,Stock Market,1
8931,Finance,Stock Market,1
8931,Finance,Loans,1
8929,Finance,Loans,1
8928,Finance,Loans,1
8926,Finance,Loans,1
8922,Finance,Loans,1
8922,Banking,Transfers,1
8921,Finance,Forex,1
8921,Banking,Account Opening,1
8920,Banking,Account Opening,1
8917,Finance,Stock Market,1
8915,Banking,Transfers,1
8915,Banking,Savings,1
8914,Finance,Stock Market,1
8913,Finance,Forex,1
8909,Finance,Stock Market,1
8906,Banking,Savings,1
8905,Finance,Forex,1
8901,Banking,Transfers,1
8900,Finance,Stock Market,1
8899,Finance,Forex,1
8899,Banking,Account Opening,1
8898,Banking,Account Opening,1
8897,Finance,Stock Market,1
8895,Finance,Forex,1
8894,Finance,Stock Market,1
8894,Finance,Forex,1
8862,Finance,Forex,1
8856,Finance,Forex,1
8856,Banking,Savings,1
8855,Finance,Loans,1
8820,Banking,Transfers,1
8816,Finance,Stock Market,1
8816,Finance,Forex,1
8815,Finance,Stock Market,1
8812,Finance,Forex,1
8812,Banking,Savings,1
8811,Finance,Stock Market,1
8809,Finance,Stock Market,1
8807,Finance,Forex,1
8806,Finance,Loans,1
8805,Finance,Loans,1
8803,Finance,Forex,1
8802,Finance,Stock Market,1
8801,Finance,Forex,1
8801,Banking,Account Opening,1
8800,Finance,Stock Market,1
8796,Finance,Loans,1
8796,Finance,Forex,1
8796,Banking,Savings,1
8795,Finance,Stock Market,1
8794,Finance,Loans,1
8792,Finance,Stock Market,1
8792,Banking,Savings,1
8790,Finance,Loans,1
8790,Finance,Forex,1
8789,Finance,Loans,1
8789,Banking,Account Opening,1
8788,Finance,Stock Market,1
8785,Finance,Stock Market,1
8822,Banking,Savings,1
8824,Finance,Forex,1
8825,Finance,Forex,1
8841,Finance,Stock Market,1
8854,Banking,Savings,1
8853,Finance,Stock Market,1
8852,Finance,Stock Market,1
8852,Finance,Loans,1
8850,Finance,Stock Market,1
8850,Finance,Forex,1
8849,Finance,Stock Market,1
8849,Banking,Transfers,1
8848,Finance,Forex,1
8847,Finance,Loans,1
8846,Finance,Loans,1
8844,Banking,Account Opening,1
8843,Banking,Account Opening,1
8841,Finance,Forex,1
8826,Finance,Forex,1
8840,Finance,Forex,1
8839,Finance,Forex,1
8838,Finance,Forex,1
8836,Finance,Forex,1
8836,Banking,Savings,1
8836,Banking,Account Opening,1
8834,Finance,Forex,1
8833,Finance,Stock Market,1
8833,Finance,Forex,1
8832,Finance,Forex,1
8830,Finance,Stock Market,1
8828,Finance,Loans,1
8826,Finance,Stock Market,1
8934,Finance,Stock Market,1
8936,Finance,Stock Market,1
9075,Finance,Forex,1
9046,Banking,Transfers,1
9043,Banking,Account Opening,1
9042,Banking,Savings,1
9041,Banking,Savings,1
9039,Finance,Stock Market,1
9038,Finance,Loans,1
9036,Finance,Loans,1
9036,Banking,Transfers,1
